original,simplification1,simplification2,question,options,answer,orig_id,simp_pair_id
"Ende September gab es noch 295.000 Kurzarbeiter, im Frühjahr waren es sogar 1,3 Millionen.","Im September sind viele Menschen wieder bei der Arbeit. Nur 295.000 Menschen waren noch in Kurz-Arbeit. Im Frühling waren es 1,3 Millionen Menschen.","Ende September waren in Österreich noch rund 295.000 Menschen in Kurz-Arbeit. Im Frühjahr waren es fast 1,3 Millionen.",1,y,5,uid_apa_test_448,r3_pid_apa60
"Besonders stark regnete und hagelte es in Oberösterreich, dort waren 65 Feuerwehren mit fast 1.000 Leuten im Einsatz.",In Oberösterreich waren 65 Feuerwehren mit fast 1.000 Menschen im Einsatz. Dort regnete es und hagelte besonders stark.,In Oberösterreich hat es viel Hagel und Regen gegeben. Die Feuerwehr hat viel zu tun.,1,n,3,uid_apa_test_612,r3_pid_apa250
Am Mittwoch hat es um 8.30 Uhr in der Gegend von Admont in der Steiermark ein Erdbeben gegeben.,Es hat in der Steiermark ein Erdbeben gegeben. Das Erdbeben war bei Admont. Das Erdbeben war aber nicht so stark.,"Am Mittwoch hat es in der Steiermark um 8.30 Uhr am Morgen ein Erdbeben gegeben. Das Erdbeben hatte eine Stärke von 4,1.",1,n,2,uid_apa_test_654,r3_pid_apa164
Am Mittwoch hat es um 8.30 Uhr in der Gegend von Admont in der Steiermark ein Erdbeben gegeben.,Am Mittwoch gab es ein Erdbeben in der Steiermark. Es gab einen großen Riss im Straßenbelag.,Am Mittwoch gab es in Admont in der Steiermark ein Erdbeben.,3,n,5,uid_apa_test_654,r3_pid_apa190
Am Freitag beginnen die Massentests in Wien und in den Bundesländern Vorarlberg und Tirol.,Am Freitag beginnen die Massen-Tests in Wien und in Tirol. In den Ländern Vorarlberg und Wien muss sich jeder untersuchen lassen.,Am Freitag gibt es die Massen-Tests. Sie beginnen in Wien und in den Bundesländern Tirol und Vorarlberg.,4,y,4,uid_apa_test_123,r3_pid_apa10
Am Donnerstag ist ein Mann in Kärnten von einer Kuh schwer verletzt worden.,In Kärnten ist ein Mann von einer Kuh getroffen worden.,In Kärnten hat es einen Angriff von einer Kuh auf einen Mann gegeben.,3,n,3,uid_apa_test_438,r3_pid_apa122
Am Freitag beginnen die Massentests in Wien und in den Bundesländern Vorarlberg und Tirol.,In Wien und in den Bundesländern Vorarlberg und Tirol sollen bald große Tests gemacht werden.,In Wien und in den Bundesländer Tirol und Vorarlberg beginnen die Massen-Tests.,1,y,3,uid_apa_test_123,r3_pid_apa283
"2019 waren 6 Kinder unter den Todesopfern, während im Jahr 2018 kein Kind beim Zu-Fuß-Gehen im Straßenverkehr starb.","Im Jahr 2019 starben 6 Kinder, die zu Fuß gingen, im Straßen-Verkehr. Im Jahr 2018 starb kein Kind.",Im Jahr 2019 starben 6 Kinder. Im Jahr davor starb gar kein Kind.,1,n,5,uid_apa_test_710,r3_pid_apa144
Innenminister Nehammer zeigte sich sehr besorgt und kündigte Hilfe für die Opfer an.,Die Regierung will den Opfern helfen. Das sagte Innenminister Karl Nehammer.,Innenminister Nehammer sagt: Das ist furchtbar. Er hilft den Opfer-Familien.,1,y,1,uid_apa_test_292,r3_pid_apa22
Dadurch ist Thiem bereits für das Halbfinale qualifiziert.,Dadurch ist Thiem sicher im Halb-Finale.,Thiem gewinnt das Tennis-Spiel. So ist er im Halb-Finale.,1,y,3,uid_apa_test_311,r3_pid_apa131
AUA streicht wegen Corona-Virus fast die Hälfte der Italien-Flüge.,Wegen dem Corona-Virus fliegt die Fluglinie AUA fast die Hälfte ihrer Italien-Flüge nicht mehr.,Die AUA fliegt jetzt nicht mehr so viel nach Italien. Das sagt AUA-Chef Alexis von Hoensbroech. Er sagt: Wir streichen fast die Hälfte der Flüge nach Italien.,1,y,13,uid_apa_test_627,r3_pid_apa282
Im Tiroler Ort Kitzbühel hat am Sonntag ein 25-jährige Mann 5 Menschen getötet.,In Kitzbühel hat ein Mann 5 Menschen getötet. Der Mann ist 25 Jahre alt. Er hat eine Waffe genommen und hat die Menschen erschossen. Die Polizei hat den Mann aber gefangen genommen.,Am Sonntag hat in der Gemeinde Kitzbühel in Tirol ein 25 Jahre alter Mann 5 Menschen getötet.,1,n,15,uid_apa_test_33,r3_pid_apa227
Derzeit sind 4.456 Menschen in Österreich am Corona-Virus erkrankt.,Derzeit sind 4.500 Menschen in Österreich mit dem Corona-Virus krank.,In Österreich sind jetzt 4.456 Menschen am Corona-Virus.,4,y,2,uid_apa_test_625,r3_pid_apa209
"Auch spazieren gehen darf man nur alleine oder mit den Menschen, mit denen man zusammen lebt.","Man darf auch nicht mit Freunden oder Bekannten spazieren gehen. Nur mit den Menschen, mit denen man zusammen lebt.","Man darf nur mit sich selbst oder mit den Menschen, mit denen man zusammen lebt. Zum Beispiel mit den Eltern oder Geschwistern.",4,y,3,uid_apa_test_653,r3_pid_apa291
"Die ÖVP hat es mit 20,43 Prozent der Stimmen auf den 2. Platz geschafft.",Die ÖVP hat es auf den 2. Platz geschafft.,"Die ÖVP hat den 2. Platz erreicht. Die Partei hat 20,4 Prozent der Stimmen bekommen.",3,n,6,uid_apa_test_116,r3_pid_apa35
"Die ÖVP hat es mit 20,43 Prozent der Stimmen auf den 2. Platz geschafft.","Die Volkspartei hat es mit 20,43 Prozent auf den 2. Platz geschafft.","Die ÖVP ist die 2. Partei. Sie hat 20,43 Prozent.",1,y,2,uid_apa_test_116,r3_pid_apa36
Die 2 Frauen bekommen den Nobelpreis für die Entwicklung der sogenannten Gen-Schere CRISPR/Cas9.,Die 2 Frauen bekommen den Preis für eine Erfindung. Es heißt CRISPR/Cas9. Das ist eine neue Art von Gen-Schere.,Die 2 Frauen haben eine Schere für Erbgut entwickelt. Damit können Wissenschaftler das Erbgut von Tieren und Pflanzen verändern.,1,n,0,uid_apa_test_5,r3_pid_apa172
Am 11. September 2001 flogen Terroristen mit 2 Flugzeugen absichtlich in die 2 Hochhäuser des World Trade Center.,Das World Trade Center ist ein Gebäude-Komplex in New York in den USA. Im September 2001 gab es dort einen Terror-Anschlag.,Die Terroristen flogen 2 Flugzeuge in das World Trade Center. Das sind 2 große Hochhäuser in New York. Der Terror-Anschlag war am 11. September 2001.,1,y,4,uid_apa_test_374,r3_pid_apa252
Im Tiroler Ort Kitzbühel hat am Sonntag ein 25-jährige Mann 5 Menschen getötet.,Im Ort Kitzbühel in Tirol. Am Sonntag hat ein Mann 5 Menschen getötet. Der Mann war 25 Jahre alt.,Im Ort Kitzbühel im Bundesland Tirol hat am Sonntag ein Mann 5 Menschen getötet. Der Mann ist 25 Jahre alt. Er hat die Menschen mit einem Messer erstochen.,4,n,9,uid_apa_test_33,r3_pid_apa78
2019 lebten demnach 426 Millionen unter 18-Jährige in Konflikt-Gebieten.,Es gibt in der Welt aber auch sehr viele Kriege. Über 400 Millionen Menschen sind unter 18 Jahre alt. Die leben in solchen Kriegs-Länder.,2019 haben über 400 Millionen Kinder in Krisen-Gebieten gelebt.,1,y,15,uid_apa_test_143,r3_pid_apa145
"Am 4. Juni 1989 tötete die chinesische Armee viele Menschen, die am Tiananmen-Platz in Peking für mehr Demokratie demonstriert haben.",In China hat die Armee viele Menschen erschossen. Die Menschen demonstrierten für mehr Demokratie. Das war am 4. Juni 1989.,Am 4. Juni 1989 in China wurde der Tiananmen-Platz in Peking von chinesischen Soldaten mit Gewalt geräumt. Es wurden viele Menschen getötet.,1,y,2,uid_apa_test_32,r3_pid_apa9
"""Lonely Planet"" erstellt jedes Jahr eine Rangliste der besten 10 Städte, Länder und Regionen auf der ganzen Welt.","""Lonely Planet"" ist ein Reise-Buch-Verlag. Jedes Jahr macht ""Lonely Planet"" eine Liste der besten Städte. Es sind die Städte, die am meisten gern besucht werden.","Jedes Jahr schreibt ""Lonely Planet"" eine Liste mit den besten Reise-Zielen weltweit.",4,y,13,uid_apa_test_578,r3_pid_apa69
Am Mittwoch in der Früh waren nur noch ungefähr 3.000 Menschen mit dem Corona-Virus erkrankt.,Fast alle Leute sind jetzt wieder gesund. Nur noch 3.000 Menschen haben das Virus.,In Österreich sind in der Früh am Mittwoch nur noch ungefähr 3.000 Menschen mit dem Corona-Virus erkrankt.,1,y,3,uid_apa_test_193,r3_pid_apa287
"3.639 Menschen befinden sich wegen dem Corona-Virus derzeit im Spital, 701 davon auf einer Intensiv-Station.",3.639 Menschen haben sich mit dem Corona-Virus angesteckt. 701 davon sind in einem Spital. 701 von ihnen sind sehr krank. Sie sind auf Intensiv-Stationen in einem Spital.,Dafür sind derzeit 3.639 Menschen im Spital. 701 davon liegen auf der Intensiv-Station.,4,n,14,uid_apa_test_737,r3_pid_apa112
Die 2 Frauen bekommen den Nobelpreis für die Entwicklung der sogenannten Gen-Schere CRISPR/Cas9.,Die 2 Frauen bekommen den Preis für die Gen-Schere.,Die 2 Frauen bekommen den Nobelpreis für die Erfindung der Gen-Schere CRISPR.,3,n,3,uid_apa_test_5,r3_pid_apa219
"Auch spazieren gehen darf man nur alleine oder mit den Menschen, mit denen man zusammen lebt.",Man darf auch nicht mehr mit Freunden spazieren gehen. Man darf nur mit der Familie spazieren gehen.,"Man darf spazieren gehen. Aber man darf das nur alleine oder mit den Menschen machen, mit denen man zusammen wohnt.",3,n,3,uid_apa_test_653,r3_pid_apa76
Auf der ganzen Welt sind schon hunderttausende Menschen von Corona-Virus krank geworden.,Auf der ganzen Welt sind schon hunderttausende Menschen an dem Virus krank geworden.,Auf der ganzen Welt sind schon 100.000 Menschen von dem Virus krank geworden.,4,y,0,uid_apa_test_752,r3_pid_apa231
"Besonders stark regnete und hagelte es in Oberösterreich, dort waren 65 Feuerwehren mit fast 1.000 Leuten im Einsatz.",In Oberösterreich regnete und hagelte es besonders. 65 Feuerwehren halfen. 1.000 Menschen waren dabei.,"In Oberösterreich hagelte es sehr viel. Dort waren 65 Feuer-Wehren mit insgesamt 1.000 Leuten dabei. Sie halfen den Menschen, die von den Hagelschlägen und von den Stark-Regen betroffen waren.",4,y,15,uid_apa_test_612,r3_pid_apa11
Dann kamen die falschen Polizisten zu den älteren Menschen nach Hause und holten das Geld ab.,Dann kamen die falschen Polizisten nach Hause zu den alten Menschen. Die falschen Polizisten holten das Geld aus den Häusern.,Dann kamen die falschen Polizisten. Sie holten das Geld von den älteren Menschen ab. Das waren die falschen Polizisten.,4,y,1,uid_apa_test_722,r3_pid_apa288
