original,simplification1,simplification2,question,options,answer,orig_id,simp_pair_id
Immer weniger Flüchtlinge kommen über das Mittelmeer nach Europa.,Nicht mehr so viele Menschen fliehen über das Mittelmeer nach Europa.,Immer weniger Flüchtlinge kommen über das Mittel-Meer nach Europa.,3.4052949515,2.1481422018,Disco Llama8B,uid_apa_3670,r2_pid_apa181413
Diese Wahl ist wahrscheinlich im September.,Diese Wahl findet wahrscheinlich im September statt.,Dafür soll es wahrscheinlich im September eine Wahl geben.,2.7038979125,3.7337948357,LeoLM Mistral 7B,uid_apa_4503,r2_pid_apa862216
"Der Schnaps wurde von einer Firma hergestellt, die es schon lange nicht mehr gibt.","Der Schnaps stammt aus einer Firma, die schon lange nicht mehr existiert.","Es war Schnaps von einer Firma, die es schon lange nicht mehr gibt.",2.1750021212,3.8197987251,Llama8B,uid_apa_3089,r2_pid_apa1400918
Aufgrund des Sturms hat es in der Früh auch Zugausfälle und -verspätungen bei der Schnellbahn in Wien gegeben.,Wegen dem Sturm hat es in der Früh auch Verspätungen auf der Schnellbahn in Wien gegeben.,Aufgrund der Stürme gibt es Zug-Verspätungen und Zug-Ausfälle bei der Schnellbahn in Wien.,3.1892488015,2.5110028569,LeoLM Mistral 7B,uid_lhapa_5457,r2_pid_lhapa1093193
Am Montag sind die Nominierungen für die heurigen Oscars bekannt gegeben worden.,Die heurigen Oscar-Nominierungen wurden am Montag bekannt gegeben.,"Am Montag hat man bekannt gegeben, wer heuer die Chance auf einen Oscar bekommt. Der Oscar ist ein Film-Preis.",2.2480891402,3.223312628,Disco Llama8B,uid_apa_3346,r2_pid_apa157988
Die Schweiz ist kein Mitglieds-Land der EU.,Die Schweiz ist kein Mitglied-Land der EU.,Die Schweiz gehört nicht zu den Ländern der EU.,2.7943770157,2.8413105782,Disco Llama8B,uid_apa_3474,r2_pid_apa168533
Deutsche Reisewarnung für ganz Österreich außer Kärnten.,Deutsche Reise-Warnung für ganz Österreich außer für das Land Kärnten.,Deutschland warnt nun seine Bürger vor Österreich. Sie sollen dort nicht mehr reisen. Das gilt für ganz Österreich außer Kärnten. In Kärnten ist es noch sicher.,2.930835054,2.9832399294,Llama8B,uid_apa_4727,r2_pid_apa1510247
Nach Angaben der örtlichen Feuerwehr dürfte der Lenker wegen gesundheitlicher Probleme von der B 36 abgekommen sein.,Wahrscheinlich war der Lenker wegen gesundheitlicher Probleme von der B 36 abgekommen.,"Die Feuerwehr glaubt, dass der Mann aus gesundheitlichen Gründen von der B 36 abgekommen ist.",2.2415097375,2.0695957651,Disco Llama8B,uid_lhapa_9160,r2_pid_lhapa585858
"Gletscher bilden sich aus Schnee, der im Sommer liegen bleibt.","Gletscher entstehen aus Schnee, der das ganze Jahr nicht wegtaut.","Gletscher entstehen, wenn Schnee im Sommer nicht weg schmilzt. Der Schnee bleibt und wird immer dicker. So bildet sich ein Gletscher.",5.7833433195,2.6754742082,Llama8B,uid_apa_3789,r2_pid_apa1447075
Der Besitzer rief die Polizei und den Reptilien-Notdienst.,Der Besitzer rief die Polizei. Er rief auch den Reptilien-Notdienst.,Dann rief er die Polizei an und den Notdienst für Reptilien.,1.764307967,2.7649336802,Llama8B,uid_apa_512,r2_pid_apa1522320
"Ich weiß nicht, ob die Kunden das bei ihren Weihnachtseinkäufen brauchen können.","Ich weiß aber nicht, ob die Kunden das zum Weihnachtseinkaufen brauchen können.","Ich weiß nicht, ob die Kunden das bei ihrem Weihnachtseinkauf brauchen.",3.4617164346,2.3968400641,Llama8B,uid_lhapa_9394,r2_pid_lhapa1843907
Seit dem Ausstieg der USA im Mai 2018 zieht sich der Iran schrittweise aus der Vereinbarung zurück.,Seit dem Mai 2018 zieht sich der Iran schrittweise aus der Vereinbarung zurück. Grund ist der Ausstieg der USA aus dem Abkommen.,Seit dem Jahr 2018 sind die USA aber nicht mehr bei dem Vertrag. Deshalb zieht sich der Iran Schritt für Schritt von dem Vertrag zurück.,1.9517648232,2.6086105685,Disco Llama8B,uid_lhapa_861,r2_pid_lhapa565611
In Geschäften braucht man dann keine Maske mehr.,Im Geschäft braucht man dann keine Maske mehr.,In Geschäften muss man dann keine Maske mehr tragen.,3.5350102326,2.3558232557,Disco Llama8B,uid_apa_848,r2_pid_apa292176
"Das Beben war bis nach Wien, Hollabrunn, ins Burgenland und sogar nach Salzburg zu spüren.","Das Erdbeben war so stark, dass es selbst in Wien, Hollabrunn, im Burgenland und sogar in Salzburg zu spüren war.","Das Beben war auch noch weit entfernt zu spüren, nämlich in Wien, in Hollabrunn, im Burgenland und sogar in Salzburg.",2.0753762014,2.2432875736,Disco Llama8B,uid_apa_4242,r2_pid_apa221683
"Für Erdogan, der auf eine Wiederholung der Wahl gedrängt hatte, ist die erneute Niederlage ein Schlag ins Gesicht.",Erdogan hatte auch die Wiederholung der Wahl gewollt. Er verlor sie nun erneut. Das ist für Erdogan ein Schlag.,Für Erdogan ist der Verlust ein Schlag. Er hatte die Wahl nachholen wollen.,3.8198146959,4.5744298571,Llama8B,uid_lhapa_7693,r2_pid_lhapa1785106
Wegen der Flut an Dokumenten hatte der eigentlich für April geplante Prozessauftakt auf Bitte der Guzman-Verteidiger verschoben werden müssen.,"Weil es so viele Dokumente gab, wollte die Verteidigung von Guzman den Prozess im April erst gar nicht starten. Das Gericht verschob den Prozess wegen den vielen Dokumenten.",Der Prozess gegen Guzman musste wegen dem vielen Material verschoben werden.,3.195481593,4.2200595427,Disco Llama8B,uid_lhapa_2992,r2_pid_lhapa376747
"Ludwig glaubt aber nicht, dass man die Wahl vielleicht verschieben muss.","Ludwig glaubt jedoch, dass die Wahl dann stattfinden wird.","Ludwig glaubt aber nicht, dass die Wahl dann verschoben werden muss.",4.4497329468,2.5440129037,LeoLM Mistral 7B,uid_apa_4452,r2_pid_apa858520
"Anfang März sind im Tiergarten Schönbrunn drei Habichtskäuze geschlüpft, sie werden nun in den Wienerwald ausgewildert.",Im Tiergarten Schönbrunn in Wien sind Anfang März 3 Habichtskauz-Babys geschlüpft. Sie werden nun in den Wienerwald ausgewildert.,Drei kleine Habichtskäuze haben im Tiergarten Schönbrunn im März das Licht der Welt erblickt. Sie werden nun in die freie Wildbahn in den Wienerwald ausgesetzt.,1.7016035093,2.0762651401,Disco Llama8B,uid_lhapa_9373,r2_pid_lhapa593577
Unter den Trümmern wird nach wie vor eine vermisste Person vermutet.,"Man vermutet, dass noch jemand unter den Trümmern ist.",Eine Person kann unter den Trümmern noch stecken. Sie fehlt seit dem Unglück.,3.0596163666,4.0008522347,Llama8B,uid_lhapa_8371,r2_pid_lhapa1807909
Erst am Donnerstag konnte der Kongress die Sitzung wieder aufnehmen.,Erst am Donnerstag nahm der Kongress seine Sitzung wieder auf.,Der Kongress hat erst am Donnerstag weiter gemacht.,2.679649796,4.1374240394,LeoLM Mistral 7B,uid_apa_4645,r2_pid_apa872024
Baby von Prinz Harry und Herzogin Meghan heißt Archie Harrison.,Prinz Harry hat mit seiner Frau Meghan ein Baby bekommen. Das Baby heißt Archie Harrison.,Archie Harrison heißt das Baby von Prinz Harry. Der Vater ist Prinz Harry aus England. Die Mutter ist die Herzogin Meghan.,2.8870250891,2.7990903957,Llama8B,uid_apa_3449,r2_pid_apa1424673
Die Sterberate ist aber deutlich niedriger als in Ländern wie Italien oder Spanien.,Die Sterberate ist auch viel niedriger als in anderen Ländern wie Italien oder Spanien.,Aber die Sterberate ist deutlich niedriger als in Italien oder Spanien.,2.3519903376,3.1771302442,LeoLM Mistral 7B,uid_lhapa_4967,r2_pid_lhapa1073604
Wegen der Corona-Krise gab es nur wenige Zuschauer.,"Die Corona-Krise hat dazu geführt, dass es wenig Zuschauer bei der Veranstaltung gab.",Aufgrund der Corona-Krise gab es aber sehr wenige Zuschauer.,3.0449634172,5.2866813765,LeoLM Mistral 7B,uid_apa_969,r2_pid_apa924813
"Die Frau wurde von der Polizei befragt, aber nicht festgenommen.","Die Polizei sprach mit der Frau, aber sie hat sie nicht verhaftet.",Die Polizei befragte die Frau. Aber sie wurde nicht festgenommen.,3.8017417454,3.3775771138,LeoLM Mistral 7B,uid_apa_3352,r2_pid_apa777251
"100 Spieler sind gleichzeitig auf einer Karte, auf der sie Ausrüstung, Waffen und Rohstoffe sammeln.","100 Spieler können zusammen auf einer Karte spielen. Auf dieser Karte sammeln sie Waffen, Rohstoffe und andere Sachen ein.","100 Spieler sind gleichzeitig auf einem Online-Gebiet unterwegs. Dort müssen sie Ausrüstung, Waffen und Rohstoffe finden und mit anderen spielen.",2.5661033511,2.7865220126,Disco Llama8B,uid_lhapa_4828,r2_pid_lhapa434590
Auch in Salzburg kam es zu einer Reihe von Stromausfällen.,In der Stadt Salzburg gab es ebenfalls Stromausfälle.,Auch in Salzburg gab es Strom-Ausfälle.,4.8947817758,4.0170158337,Llama8B,uid_lhapa_5447,r2_pid_lhapa1705167
In Österreich geht die Zahl der Fleischereien zurück.,Die Zahl der Fleischereien in Österreich nimmt ab.,In Österreich gibt es immer weniger Fleischereien.,2.6583867217,2.2737642615,Disco Llama8B,uid_apa_4061,r2_pid_apa209352
"Im vergangenen Jahr entfernten Spezialisten einen Fettberg, der so viel gewogen haben soll wie ein afrikanischer Elefant.",Im vergangenen Jahr haben Menschen einen Fett-Berg vom Abwasser-Kanal entfernt. Das Fett wog so viel wie ein Elefant.,Vor einem Jahr entfernte man einen sehr großen Fettberg in einem Abwasser-Kanal. Der Fettberg soll genauso schwer gewesen sein wie ein afrikanischer Elefant.,3.0432730676,2.4223217036,Disco Llama8B,uid_lhapa_10062,r2_pid_lhapa304970
"Die Fregatte ist leckgeschlagen und man habe keine Kontrolle über das Leck, hieß es.","Die Fregatte ist leck. Man weiß nicht, woher das Leck kommt und wie man es reparieren kann.","Die Fregatte ist leckgeschlagen. Die Marine kann das Leck nicht stoppen, hieß es.",2.4662782124,2.8004299227,Llama8B,uid_lhapa_8099,r2_pid_lhapa1798786
"Dass gespeicherte interne Aufnahmen nicht ausschließlich für das Unternehmen oder die Einrichtung selbst zugänglich sind, ist eher ungewöhnlich.",Normalerweise speichern Firmen solche interne Aufnahmen nicht für die Öffentlichkeit. Nur das Unternehmen selbst oder die Einrichtung kann diese Aufnahmen anschauen.,Gewöhnlich sind gespeicherte interne Aufnahmen nur für das Unternehmen oder die Einrichtung zugänglich.,3.5932686884,2.8520340981,Disco Llama8B,uid_lhapa_4933,r2_pid_lhapa438609
Am Tisch dürfen sie dann die Masken runtergeben.,"Wenn sie am Tisch sitzen, dürfen sie die Masken abnehmen.",Am Tisch darf man dann die Masken auch abnehmen.,2.7620707158,3.5746239354,LeoLM Mistral 7B,uid_apa_3947,r2_pid_apa821980
"Daraufhin wurde Djokovic disqualifiziert, also vom Turnier ausgeschlossen.","Djokovic wurde deshalb von dem Turnier ausgeschlossen. Er durfte nicht weiter spielen. Das heißt, Djokovic wurde disqualifiziert.","Daraufhin wurde Djokovic aus dem Turnier ausgeschlossen. Das heißt, er darf nicht weiter spielen. Das nennt man disqualifiziert.",2.3353825278,2.2025052917,Llama8B,uid_apa_4117,r2_pid_apa1469388
"Am häufigsten betroffen waren Senioren: 18 Todesopfer waren 80 Jahre oder älter, weitere sechs 72 bis 79 Jahre alt.",Am häufigsten starben Senioren. 18 davon waren 80 Jahre oder älter. 6 waren zwischen 72 und 79 Jahre alt.,Senioren waren am meisten betroffen. Viele von den Opfern waren 80 Jahre oder älter. Einige waren auch zwischen 72 und 79 Jahre alt.,1.803069492,2.2636440408,Llama8B,uid_lhapa_536,r2_pid_lhapa1702221
Das am meisten verkaufte Elektro-Auto war der Renault Zoe.,Das meistverkaufte Elektro-Auto war der Renault Zoe.,Das Elektro-Auto Renault Zoe war am beliebtesten.,2.1587049485,3.3375844743,Disco Llama8B,uid_apa_4582,r2_pid_apa246643
Die Österreicher haben in der Corona-Krise mehr Geld gespart.,In der Corona-Krise haben viele Österreicher mehr Geld gespart.,Wegen der Corona-Krise hat man in Österreich mehr Geld auf die Seite gelegt.,2.2491632027,3.0494251312,Disco Llama8B,uid_apa_3756,r2_pid_apa187184
Die USA und das Land Iran streiten immer ärger.,USA und Iran streiten immer mehr. Sie haben unterschiedliche Meinungen. Daher wird es zwischen ihnen immer hitziger.,US und Iran streiten immer mehr. Sie wollen nicht miteinander reden. Deshalb wird es immer mehr Konflikte zwischen den beiden Ländern geben.,3.4296626125,2.9582899332,Llama8B,uid_apa_526,r2_pid_apa1523059
"Brexit ist ein kurzer Name für den Austritt von Großbritannien aus der EU.""",Brexit steht kurz für den Austritt von Großbritannien aus der EU.,Brexit ist der kurze Name für den Austritt von Großbritannien aus der EU.,2.7640146493,2.1148600732,LeoLM Mistral 7B,uid_apa_4807,r2_pid_apa884144
Die Schwarz-Arbeit macht heuer rund 7 Prozent der Wirtschafts-Leistung aus.,Schwarz-Arbeit trägt rund 7 Prozent zur Wirtschaft bei.,Rund 7 Prozent der Wirtschafts-Leistung stammen aus der Schwarz-Arbeit.,4.3642874706,2.8704845855,LeoLM Mistral 7B,uid_apa_3769,r2_pid_apa807848
Hauptbetroffen sind die Transitrouten durch Westösterreich sowie die Zufahrten zu den Skigebieten.,Vor allem Transit-Routen durch West-Österreich sowie Zufahrten zu Skigebieten sind betroffen.,Hauptbetroffen sind Transit-Strecken im Westen Österreichs und Strecken zu den Ski-Gebieten.,2.54042998,3.5122113126,Disco Llama8B,uid_lhapa_9127,r2_pid_lhapa583929
Die Österreicher haben insgesamt mehrere Milliarden Euro zusätzlich gespart.,Die Österreicher haben also mehrere Milliarden Euro mehr gespart.,Insgesamt haben die Österreicher mehrere Milliarden Euro gespart.,2.9689543579,2.4870691043,Llama8B,uid_apa_867,r2_pid_apa1545900
Beim Schienen-Verkehr ist Österreich die Nummer 1 der EU.,Österreich ist bei der Bahn EU-weit die Nummer 1.,Beim Schienen-Verkehr ist Österreich in der EU Nummer 1.,5.9189681616,2.7862498229,LeoLM Mistral 7B,uid_apa_3965,r2_pid_apa823414
In diesem Licht werde ihre Fraktion von der Leyens Team unterstützen.,Diese Partei wird das Team von Frau von der Leyen unterstützen.,In dem Licht wird ihre Fraktion Team von Ursula von der Leyen unterstützen.,3.8862199231,3.4086578597,Disco Llama8B,uid_lhapa_1302,r2_pid_lhapa320125
Das Flugzeug war auf dem Weg in die Bergbau-Region von Pangkal Pinang auf der Nachbarinsel Bangka.,Das Flugzeug sollte auf die Nachbar-Insel Bangka fahren. Das Ziel von dem Flugzeug war der Berg-Bau-Region Pangkal Pinang auf der Nachbar-Insel Bangka.,Das Flugzeug war auf dem Weg in die Bergbau-Region Pangkal Pinang. Diese Region ist auf einer Nachbar-Insel. Die Insel heißt Bangka.,2.2750635057,1.8827415681,Llama8B,uid_lhapa_5526,r2_pid_lhapa1708325
In der Schweiz verhaftetet eine Spezialeinheit der Polizei einen 18- und einen 24-Jährigen.,In der Schweiz hat eine Spezialeinheit von der Polizei einen 18- und einen 24-jährigen Mann verhaftet.,In der Schweiz hat eine Spezialeinheit der Polizei 2 Männer verhaftet. Sie waren 18 und 24 Jahre alt.,1.8714024913,1.7708670486,Disco Llama8B,uid_lhapa_6187,r2_pid_lhapa483430
Geheimdienste der USA und ihrer Verbündeten hätten glaubwürdige Bedrohungen ausgemacht.,"Es gäbe glaubwürdige Bedrohungen, so die Geheimdienste von USA und ihren Verbündeten.","Geheimdienste von den USA und ihren Verbündeten haben Bedrohungen ausgemacht. Sie glauben, dass solche Drohungen wahr sind.",2.6642295055,2.2882148963,Disco Llama8B,uid_lhapa_9086,r2_pid_lhapa582437
"Die Regierung von Spanien will aber, dass Katalonien ein Teil von Spanien bleibt.","Aber die spanische Regierung will, dass Katalonien ein Teil von Spanien bleibt.","Die spanische Regierung will aber nicht, dass sich Katalonien von Spanien trennt.",2.4267923039,2.2249206759,Disco Llama8B,uid_apa_3971,r2_pid_apa203689
"Die Testung selbst sei wie ein kleines kollektives Experiment, für die Jugendlichen ist das gar kein Problem.","Für die Jugendlichen ist es kein Problem, sich testen zu lassen. Sie sehen das wie ein kleines Experiment.","Die meisten Jugendlichen sehen das nicht so eng. Das sei wie ein kleines Experiment, sagten die Jugendlichen.",2.2934806199,4.0547630857,Disco Llama8B,uid_lhapa_141,r2_pid_lhapa323909
Das Coronavirus hat die nächsten Einschränkungen des öffentlichen Lebens zur Folge.,Das Coronavirus hat auch weitere Einschränkungen des öffentlichen Lebens zur Folge.,Das Corona-Virus hat die nächste Einschränkung des öffentlichen Lebens gebracht.,2.4163671668,2.6729118233,Disco Llama8B,uid_lhapa_1085,r2_pid_lhapa311503
Damit könnte zum ersten Mal eine Frau die US-Vize-Präsidentin werden.,"Damit wäre sie dann die erste Frau in den USA, die Vize-Präsidentin wird.","Das wäre dann das erste Mal, dass eine Frau US-Vize-Präsidentin wird.",2.8985702395,2.6267818561,Llama8B,uid_apa_3805,r2_pid_apa1448708
Es ist eines der absoluten Klassikerturniere auf der Tour.,Denn dieses Tennisturnier ist eines der Klassiker auf der Tour.,Es ist eines der absoluten Klassiker-Turniere auf der Tour.,5.3377084999,2.711083009,Disco Llama8B,uid_lhapa_1459,r2_pid_lhapa325634
Österreichs Regierung schützt die Mieter.,Österreichs Regierung hilft den Mietern.,Die Regierung verspricht auch den Schutz für Mieter in Österreich..,3.1892350709,5.9493027838,Disco Llama8B,uid_apa_3880,r2_pid_apa196074
In einem Haus in Hargelsberg (Bezirk Linz-Land) hat es Mittwochabend zum vierten Mal innerhalb von acht Tagen gebrannt.,In Hargelsberg im Bezirk Linz-Land hat es Mittwochabend zum vierten Mal innerhalb von 8 Tagen gebrannt.,Im Haus brannte es schon 4 Mal. Mittwochabend war es schon das 4. Mal. Das Feuer brach aus in einem Haus in Hargelsberg (Bezirk Linz-Land).,1.7717968284,2.5631269263,Disco Llama8B,uid_lhapa_9459,r2_pid_lhapa596339
"Bierlein zeigte sich betroffen: Es tut mir aufrichtig leid, wird sie von der Krone zitiert.",Bierlein sagte: Es tut mir leid. Das sagte sie in der Krone.,Bierlein zeigte Empathie mit den Opfern: Es tut mir leid. So sagte sie der Krone.,4.6028198466,3.9825918548,Llama8B,uid_lhapa_2192,r2_pid_lhapa1601001
