original,simplification1,simplification2,question,options,answer,orig_id,simp_pair_id
"Am Mittwoch hat der Iran bekanntgegeben, dass er teilweise aus dem Atom-Abkommen aussteigt.","Am Mittwoch hat der Iran eine Nachricht an die Welt geschickt. Er hat bekanntgegeben, dass er aus dem Atom-Abkommen teilweise aussteigt.",Der Iran will das Atom-Abkommen aufkündigen. Das hat der Iran am Mittwoch gesagt.,1,y,8,uid_apa_test_425,r3_pid_apa243
Am 11. September 2001 flogen Terroristen mit 2 Flugzeugen absichtlich in die 2 Hochhäuser des World Trade Center.,Das World Trade Center ist ein Gebäude-Komplex in New York in den USA. Im September 2001 gab es dort einen Terror-Anschlag.,Die Terroristen flogen 2 Flugzeuge in das World Trade Center. Das sind 2 große Hochhäuser in New York. Der Terror-Anschlag war am 11. September 2001.,1,y,4,uid_apa_test_374,r3_pid_apa252
2019 lebten demnach 426 Millionen unter 18-Jährige in Konflikt-Gebieten.,"2019 lebten 426 Millionen Kinder und Jugendliche in Konflikt-Gebieten. Das sind Kinder, die in Kriegen leben.","2019 waren es 426 Millionen. Das sind sehr viele Kinder. Sie leben in Gebieten, in denen es Kriege gibt.",4,y,3,uid_apa_test_143,r3_pid_apa90
"3.639 Menschen befinden sich wegen dem Corona-Virus derzeit im Spital, 701 davon auf einer Intensiv-Station.",3.639 Menschen haben sich mit dem Corona-Virus angesteckt. 701 davon sind in einem Spital. 701 von ihnen sind sehr krank. Sie sind auf Intensiv-Stationen in einem Spital.,Dafür sind derzeit 3.639 Menschen im Spital. 701 davon liegen auf der Intensiv-Station.,4,n,14,uid_apa_test_737,r3_pid_apa112
Der 65. Eurovision Song Contest soll vom 12. bis 16. Mai in der Stadt Rotterdam in den Niederlanden stattfinden.,Der Song Contest ist ein Musik-Wettbewerb. Es macht den Wettbewerb schon zum 65. Mal. Dieses Jahr ist es in Rotterdam in den Niederlande.,"Der 65. Eurovision Song Contest findet vom 12. bis 16. Mai statt. Das Land, in dem er stattfindet, ist die Niederlande. Die Stadt heißt Rotterdam.",1,y,2,uid_apa_test_696,r3_pid_apa147
"Ende September gab es noch 295.000 Kurzarbeiter, im Frühjahr waren es sogar 1,3 Millionen.","Im September sind viele Menschen wieder bei der Arbeit. Nur 295.000 Menschen waren noch in Kurz-Arbeit. Im Frühling waren es 1,3 Millionen Menschen.","Ende September waren in Österreich noch rund 295.000 Menschen in Kurz-Arbeit. Im Frühjahr waren es fast 1,3 Millionen.",1,y,5,uid_apa_test_448,r3_pid_apa60
"Die ÖVP findet das Verbot unfair für die Bauern, die Glyphosat verwenden.","Die ÖVP findet es unfair, dass Bauern kein Glyphosat mehr verwenden dürfen.","Die ÖVP findet das Verbot schlecht. Die ÖVP sagt, dass die Bauern das Gift brauchen.",3,y,3,uid_apa_test_446,r3_pid_apa38
Es stammt vom italienischen Künstler Leonardo da Vinci und ist rund 500 Jahre alt.,Das Bild ist rund 500 Jahre alt. Es stammt vom berühmten Künstler Leonardo da Vinci.,Es ist 500 Jahre alt. Das Bild hat der italienische Künstler Leonardo da Vinci gemacht. Er war ein berühmter Maler.,4,y,5,uid_apa_test_46,r3_pid_apa178
Am Donnerstag ist ein Mann in Kärnten von einer Kuh schwer verletzt worden.,In Kärnten ist ein Mann von einer Kuh getroffen worden.,In Kärnten hat es einen Angriff von einer Kuh auf einen Mann gegeben.,3,n,3,uid_apa_test_438,r3_pid_apa122
"2019 waren 6 Kinder unter den Todesopfern, während im Jahr 2018 kein Kind beim Zu-Fuß-Gehen im Straßenverkehr starb.",Im Jahr 2019 starben 6 Kinder. Im Jahr 2018 gab es keinen Todesfall.,Im Jahr 2019 gab es 21 Tote beim Gehen. 6 Kinder sind dabei gestorben. Im Jahr 2018 gab es keine toten Kinder.,3,n,9,uid_apa_test_710,r3_pid_apa121
Das Fracht-Schiff hatte vor über einem Jahr mitten im Atlantischen Ozean technische Probleme und konnte nicht mehr weiterfahren.,Das Schiff war vor über einem Jahr auf dem Atlantischen Ozean. Dann bekam das Schiff technische Probleme. So konnte das Schiff nicht mehr fahren.,Das Fracht-Schiff hatte vor über einem Jahr technische Probleme. Deshalb konnte es nicht mehr weiterfahren.,4,y,9,uid_apa_test_525,r3_pid_apa174
AUA streicht wegen Corona-Virus fast die Hälfte der Italien-Flüge.,Wegen dem Corona-Virus fliegt die Fluglinie AUA fast die Hälfte ihrer Italien-Flüge nicht mehr.,Die AUA fliegt jetzt nicht mehr so viel nach Italien. Das sagt AUA-Chef Alexis von Hoensbroech. Er sagt: Wir streichen fast die Hälfte der Flüge nach Italien.,1,y,13,uid_apa_test_627,r3_pid_apa282
Am 22. Juni hat das Geparden-Weibchen Afra im Wiener Tiergarten Schönbrunn 4 Geparden-Babys auf die Welt gebracht.,Im Tiergarten Schönbrunn in Wien gibt es 4 Geparden-Babys. Das ist ein Rekord. Die Mutter heißt Afra.,Im Tiergarten Schönbrunn hat das Geparden-Weibchen Afra 4 Geparden-Babys auf die Welt gebracht.,1,y,4,uid_apa_test_250,r3_pid_apa127
AUA streicht wegen Corona-Virus fast die Hälfte der Italien-Flüge.,Italien-Flüge mit der Fluglinie AUA werden jetzt viel weniger.,Die Fluglinie AUA fliegt nicht mehr so oft nach Italien.,3,y,1,uid_apa_test_627,r3_pid_apa285
"""Lonely Planet"" erstellt jedes Jahr eine Rangliste der besten 10 Städte, Länder und Regionen auf der ganzen Welt.","Jedes Jahr schreibt das Buch ""Lonely Planet"" eine Liste. Darin stehen die besten Städte auf der ganzen Welt.","Jedes Jahr veröffentlicht die Firma Lonely Planet eine Rangliste von den besten Städten, Ländern und Regionen der Welt.",3,y,0,uid_apa_test_578,r3_pid_apa58
"Am 4. Juni 1989 tötete die chinesische Armee viele Menschen, die am Tiananmen-Platz in Peking für mehr Demokratie demonstriert haben.",Am 4. Juni 1989 in China wurde der Tiananmen-Platz in Peking von chinesischen Soldaten mit Gewalt geräumt. Es wurden viele Menschen getötet.,In China hat die Armee viele Menschen erschossen. Die Menschen demonstrierten für mehr Demokratie. Das war am 4. Juni 1989.,1,y,2,uid_apa_test_32,r3_pid_apa9
"2019 waren 6 Kinder unter den Todesopfern, während im Jahr 2018 kein Kind beim Zu-Fuß-Gehen im Straßenverkehr starb.","Im Jahr 2019 starben 6 Kinder, die zu Fuß gingen, im Straßen-Verkehr. Im Jahr 2018 starb kein Kind.",Im Jahr 2019 starben 6 Kinder. Im Jahr davor starb gar kein Kind.,1,n,5,uid_apa_test_710,r3_pid_apa144
Am 7. September startet im Osten von Österreich das neue Schuljahr.,Im Osten von Österreich fängt das Schuljahr am 7. September an.,Am 7. September startet in Österreich die Schule wieder.,3,n,2,uid_apa_test_734,r3_pid_apa195
"""Lonely Planet"" erstellt jedes Jahr eine Rangliste der besten 10 Städte, Länder und Regionen auf der ganzen Welt.",Jedes Jahr stellt der Lonely-Planet-Reiseführer eine Liste von den besten Reise-Destinationen auf der ganzen Welt zusammen.,"""Lonely Planet"" ist eine Reise-Firma. Sie hat eine Liste mit den besten Länder und Städte gemacht. Die Reise-Firma Lonely Planet sagt: Das sind die besten Länder und Städte.",1,y,12,uid_apa_test_578,r3_pid_apa148
"Die EU kritisiert, dass in China die Volksgruppe der Uiguren stark benachteiligt wird.",Die EU kritisiert China sehr. Denn die Volksgruppe der Uiguren lebt unter sehr schlechten Bedingungen.,"Die EU sagt, dass die Uiguren in China schlecht behandelt werden.",1,y,4,uid_apa_test_153,r3_pid_apa89
Am 22. Juni hat das Geparden-Weibchen Afra im Wiener Tiergarten Schönbrunn 4 Geparden-Babys auf die Welt gebracht.,Am 22. Juni brachte Afra im Wiener Tiergarten 4 Babys auf die Welt.,Afra hat 4 Geparden-Babys. Das hat sie am 22. Juni im Wiener Tiergarten Schönbrunn gemacht. Afra ist ein Geparden-Weibchen.,4,n,6,uid_apa_test_250,r3_pid_apa251
Am Freitag beginnen die Massentests in Wien und in den Bundesländern Vorarlberg und Tirol.,Am Freitag werden die Massentests in Wien und in den Bundesländern Vorarlberg und Tirol starten.,"Am Freitag sollen die Massentests beginnen. In Wien, Vorarlberg und Tirol.",3,y,4,uid_apa_test_123,r3_pid_apa129
Der Präsident von China Xi Jinping besuchte mit einer Maske und einem weißen Kittel ein Krankenhaus in Peking.,Der Präsident von China besuchte ein Krankenhaus in Peking. Er trug eine Maske und einen weißen Kittel. Damit wollte er sich vor dem Corona-Virus schützen.,Der Präsident von China besuchte ein Krankenhaus. Er hatte eine Maske auf. So hält man sich von dem Virus fern.,4,y,5,uid_apa_test_649,r3_pid_apa96
Am Freitag haben für rund 450.000 Schüler in Wien und Niederösterreich die Semesterferien begonnen.,In Wien und Niederösterreich sind die Semester-Ferien jetzt. Insgesamt sind rund 450.000 Schüler zu Hause. Das sind Schüler aus Wien und aus Niederösterreich.,Am Freitag sind für 450.000 Schüler im Bundesland Wien und in Niederösterreich die Semester-Ferien angefangen.,4,y,8,uid_apa_test_496,r3_pid_apa214
"Die EU kritisiert, dass in China die Volksgruppe der Uiguren stark benachteiligt wird.",China behandelt die Uiguren schlecht. Sie haben keinen gleichen Status wie die restlichen Menschen in China.,Die EU kritisiert China. Das Land behandelt die Volksgruppe der Uiguren sehr ungerecht. Die Uiguren sind eine kleine Volksgruppe.,4,y,3,uid_apa_test_153,r3_pid_apa279
Derzeit sind 4.456 Menschen in Österreich am Corona-Virus erkrankt.,Von dem Corona-Virus sind 4.456 Menschen in Österreich angesteckt.,Derzeit sind in Österreich 4.456 Menschen am Corona-Virus erkrankt.,3,y,0,uid_apa_test_625,r3_pid_apa118
Am Mittwoch in der Früh waren nur noch ungefähr 3.000 Menschen mit dem Corona-Virus erkrankt.,Am Mittwoch waren nur noch 3.000 Menschen krank. Das sind viel weniger als vorher.,"Die meisten Menschen, die mit dem Corona-Virus krank sind, sind am Mittwoch wieder gesund geworden.",3,y,1,uid_apa_test_193,r3_pid_apa263
"Am Mittwoch hat der Iran bekanntgegeben, dass er teilweise aus dem Atom-Abkommen aussteigt.",Am Mittwoch hat sich der Iran vom Atom-Abkommen zurückgezogen.,"Am Mittwoch ist bekannt geworden, dass der Iran teilweise aus dem Atom-Abkommen aussteigt.",3,n,4,uid_apa_test_425,r3_pid_apa299
Das Fracht-Schiff hatte vor über einem Jahr mitten im Atlantischen Ozean technische Probleme und konnte nicht mehr weiterfahren.,Das Schiff hatte vor einem Jahr technische Probleme im Meer und konnte deshalb nicht mehr weiterfahren.,Das Schiff ist noch auf dem Meer. Es kann nicht mehr fahren.,1,n,4,uid_apa_test_525,r3_pid_apa77
Es stammt vom italienischen Künstler Leonardo da Vinci und ist rund 500 Jahre alt.,Das Bild ist rund 500 Jahre alt. Es stammt vom italienischen Künstler Leonardo da Vinci.,Es ist fast 500 Jahre alt. Es stammt von einem Künstler aus Italien. Der Künstler heißt Leonardo da Vinci.,3,y,4,uid_apa_test_46,r3_pid_apa91
Am Donnerstag ist ein Mann in Kärnten von einer Kuh schwer verletzt worden.,Am Donnerstag ist ein Mann in Kärnten verletzt worden. Der Mann ist von einer Kuh angegriffen worden. Er ist sehr schwer verletzt.,Am Donnerstag wurde ein Mann von einer Kuh in Kärnten verletzt. Die Kuh hat den Mann ins Gesicht gebissen. Der Mann ist schwer verletzt worden.,4,n,3,uid_apa_test_438,r3_pid_apa224
Am Dienstag hat es in Österreich einen weiteren Rückgang bei den am Corona-Virus erkrankten Menschen gegeben.,Viele Menschen sind krank. Das sagt man Corona-Virus. Das Virus hat auch viele Leute in Österreich krank gemacht. Am Dienstag ist aber eine gute Nachricht. Es ist nicht mehr so viele Menschen krank.,Am Dienstag ist in Österreich die Zahl der Corona-Kranken wieder zurückgegangen.,1,y,22,uid_apa_test_462,r3_pid_apa141
2019 lebten demnach 426 Millionen unter 18-Jährige in Konflikt-Gebieten.,Es gibt in der Welt aber auch sehr viele Kriege. Über 400 Millionen Menschen sind unter 18 Jahre alt. Die leben in solchen Kriegs-Länder.,2019 haben über 400 Millionen Kinder in Krisen-Gebieten gelebt.,1,y,15,uid_apa_test_143,r3_pid_apa145
"Am 4. Juni 1989 tötete die chinesische Armee viele Menschen, die am Tiananmen-Platz in Peking für mehr Demokratie demonstriert haben.",Vor 32 Jahren hat die chinesische Armee viele Menschen getötet. Sie wollten mehr Demokratie.,Am Tiananmen-Platz in Peking wurde am 4. Juni 1989 für mehr Demokratie demonstriert.,3,n,1,uid_apa_test_32,r3_pid_apa267
"Besonders stark regnete und hagelte es in Oberösterreich, dort waren 65 Feuerwehren mit fast 1.000 Leuten im Einsatz.","In Oberösterreich hagelte es sehr viel. Dort waren 65 Feuer-Wehren mit insgesamt 1.000 Leuten dabei. Sie halfen den Menschen, die von den Hagelschlägen und von den Stark-Regen betroffen waren.",In Oberösterreich regnete und hagelte es besonders. 65 Feuerwehren halfen. 1.000 Menschen waren dabei.,4,y,15,uid_apa_test_612,r3_pid_apa11
"Als Opposition gelten alle Parteien, die im Parlament vertreten sind, aber nicht der Regierung angehören.","Die Opposition sind alle Parteien, die im Parlament vertreten sind. Allerdings sind sie nicht in der Regierung vertreten.",Die Regierung ist die stärkste Partei. Die anderen Parteien sind die Opposition.,1,n,6,uid_apa_test_0,r3_pid_apa123
"Die österreichischen Haushalte sparten laut vorläufigen Zahlen 31,9 Milliarden Euro.",Die Österreicher sparten im 1. Halbjahr 2019 viel Geld. Das hat die Statistik Austria berichtet.,Die Menschen in Österreich haben viel Geld gespart. Das sind 31 Milliarden Euro.,1,n,2,uid_apa_test_367,r3_pid_apa203
"Die österreichischen Haushalte sparten laut vorläufigen Zahlen 31,9 Milliarden Euro.",Die Menschen in Österreich sparten 32 Milliarden Euro. Das sagen die Zahlen vom Statistik-Amt.,"Die österreichischen Haushalte haben 31,9 Milliarden Euro gespart. Das sagt die Statistik Austria.",4,y,1,uid_apa_test_367,r3_pid_apa52
"Tankstellen und kleine Geschäfte auf Bahnhöfen und Flughäfen sind Ausnahmen, sie dürfen weiterhin auch nach 19 Uhr offen haben.",Tankstellen und kleine Geschäfte auf Bahnhöfen und Flughäfen sind Ausnahmen. Sie dürfen weiterhin auch nach 19 Uhr offen sein.,Tankstellen und kleine Geschäfte sind Ausnahmen. Sie dürfen immer offen bleiben. Das gilt für Bahnhöfe und Flughäfen.,4,n,2,uid_apa_test_217,r3_pid_apa166
Dadurch ist Thiem bereits für das Halbfinale qualifiziert.,Thiem gewann das Spiel. Deshalb ist Thiem jetzt für das Halbfinale.,Dadurch hat Dominic Thiem jetzt schon das Halbfinale erreicht.,4,y,2,uid_apa_test_311,r3_pid_apa179
"Generell empfiehlt die Regierung, Freunde und Bekannte derzeit nicht mehr zu treffen.","Die Regierung sagt, dass man keine Freunde mehr treffen soll.","Die Regierung sagt, es ist besser, wenn man im Moment nicht seine Freunde treffen soll.",3,y,5,uid_apa_test_138,r3_pid_apa296
Am 7. September startet im Osten von Österreich das neue Schuljahr.,Am 7. September beginnt das neue Schul-Jahr. Es wird dann in Österreich Schul-zeit.,Am 7. September startet das neue Schul-Jahr. Es startet dann im Osten von Österreich.,4,n,1,uid_apa_test_734,r3_pid_apa290
"Allerdings sagen einige Geheimdienste aus dem Ausland, dass das BVT nicht genug macht, um seine geheime Arbeit zu schützen.","Aber einige Geheimdienste aus anderen Ländern sagen, dass das BVT nicht genug macht, um seine geheime Arbeit zu schützen.","Manche Geheimdienste sind aber nicht so zufrieden. Sie sagen, das BVT macht nicht genug für seine Geheim-Informationen.",1,y,2,uid_apa_test_599,r3_pid_apa128
Der 65. Eurovision Song Contest soll vom 12. bis 16. Mai in der Stadt Rotterdam in den Niederlanden stattfinden.,Der Eurovision Song Contest findet von 12. bis 16. Mai statt.,Am 12. Mai ist in Rotterdam in den Niederlanden der Eurovision Song Contest.,3,n,2,uid_apa_test_696,r3_pid_apa55
Auf der ganzen Welt sind schon hunderttausende Menschen von Corona-Virus krank geworden.,Auf der ganzen Welt sind schon hunderttausende Menschen an dem Virus krank geworden.,Auf der ganzen Welt sind schon 100.000 Menschen von dem Virus krank geworden.,4,y,0,uid_apa_test_752,r3_pid_apa231
"Ende September gab es noch 295.000 Kurzarbeiter, im Frühjahr waren es sogar 1,3 Millionen.","Im September gab es noch 295.000 Kurz-Arbeiter. Im Frühjahr waren es 1,3 Millionen.","Im Frühjahr gab es mehr als 1,3 Millionen Menschen, die wegen Corona in Kurz-Arbeit waren.",3,n,2,uid_apa_test_448,r3_pid_apa71
Das russische Parlament hat eine Änderung der Verfassung beschlossen.,In Russland hat das Parlament die Verfassung geändert.,Das russische Parlament hat die Verfassung geändert.,3,y,1,uid_apa_test_416,r3_pid_apa239
"2019 waren 6 Kinder unter den Todesopfern, während im Jahr 2018 kein Kind beim Zu-Fuß-Gehen im Straßenverkehr starb.",Im Jahr 2019 starben 6 Kinder. Im Jahr 2018 gab es bei Kindern im Straßen-Verkehr kein Unfall-Todesfall.,2019 waren 6 Kinder beim Zu-Fuß-Gehen. Sie sind im Straßen-Verkehr gestorben. 2018 starben keine Kinder.,4,y,2,uid_apa_test_710,r3_pid_apa64
Ende Mai hatten 45.000 Arbeitslose wieder einen Job gefunden.,Anfang Juni haben aber wieder 45.000 Arbeitslose wieder einen Job gefunden.,45.000 Menschen haben jetzt wieder einen Job. Das sagt die Arbeits-Ambulanz.,1,n,0,uid_apa_test_125,r3_pid_apa92
Ende Mai hatten 45.000 Arbeitslose wieder einen Job gefunden.,Im Mai konnten 45.000 Arbeitslose wieder einen Job finden.,Insgesamt haben 45.000 Menschen wieder einen Job. Das sind 30.000 mehr als im April.,4,n,5,uid_apa_test_125,r3_pid_apa154
Das russische Parlament hat eine Änderung der Verfassung beschlossen.,Das russische Parlament hat eine Verfassung geändert. Das Parlament ist die wichtigste Organisation im Land. Es hat die Macht in Russland.,In Russland ist die Verfassung geändert worden. Das hat das russische Parlament beschlossen.,4,n,8,uid_apa_test_416,r3_pid_apa230
"3.639 Menschen befinden sich wegen dem Corona-Virus derzeit im Spital, 701 davon auf einer Intensiv-Station.",3.639 Menschen sind in einem Spital mit dem Corona-Virus. 701 Menschen davon sind auf einer Intensiv-Station.,Insgesamt sind 3.639 Menschen krank. 701 sind auf der Intensiv-Station.,1,n,6,uid_apa_test_737,r3_pid_apa253
"Die ÖVP hat es mit 20,43 Prozent der Stimmen auf den 2. Platz geschafft.","Die ÖVP hat 20,43 Prozent der Stimmen. Das hat sie auf den 2. Platz gebracht.","Die ÖVP kam nur auf Platz 2. Sie bekam 20,43 Prozent der Stimmen.",4,y,2,uid_apa_test_116,r3_pid_apa196
Dabei wurden auch Geschäfte zerstört und Polizei-Autos in Brand gesetzt.,Bei diesem Streit wurden auch Geschäfte zerstört.,Dabei sind auch Geschäfte kaputt gegangen. Und es gab auch Angriffe auf die Polizei.,3,n,7,uid_apa_test_245,r3_pid_apa247
Derzeit sind 4.456 Menschen in Österreich am Corona-Virus erkrankt.,In Österreich sind jetzt 4.456 Menschen am Corona-Virus.,Derzeit sind 4.500 Menschen in Österreich mit dem Corona-Virus krank.,4,y,2,uid_apa_test_625,r3_pid_apa209
Dabei wurden auch Geschäfte zerstört und Polizei-Autos in Brand gesetzt.,Viele Geschäfte wurden zerstört und Polizei-Autos in Brand gesetzt.,Die Menschen haben auch Geschäfte zerstört. Sie haben auch Polizei-Autos in Brand gesetzt.,4,y,4,uid_apa_test_245,r3_pid_apa74
"3.639 Menschen befinden sich wegen dem Corona-Virus derzeit im Spital, 701 davon auf einer Intensiv-Station.",3.639 Menschen sind in Österreich mit dem Corona-Virus im Spital. Davon sind 701 auf Intensiv-Stationen.,"In Österreich gibt es 3.639 Menschen, die an dem Corona-Virus erkrankt sind. 701 Menschen liegen im Spital auf der Intensiv-Station.",3,y,5,uid_apa_test_737,r3_pid_apa180
"Die ÖVP findet das Verbot unfair für die Bauern, die Glyphosat verwenden.","Die ÖVP findet das Verbot unfair. Sie meint, dass viele Bauern damit viel Geld verlieren. Denn sie verwenden Glyphosat.","Die ÖVP findet das Verbot von Glyphosat unfair. Denn die Bauern brauchen das Chemikum für ihre Landwirtschaft. Es hilft ihnen nämlich, Unkraut zu zerstören.",4,n,5,uid_apa_test_446,r3_pid_apa169
Als erster Mensch in den USA bekam die Krankenschwester Sandra Lindsay die Impfung.,In den USA bekam die Krankenschwester Sandra Lindsay die erste Impfung gegen den Corona-Virus.,"Die Frau ist eine Krankenschwester. Sie heißt Sandra. Sie ist die erste Frau in den USA, die die Impfung hat.",1,n,6,uid_apa_test_50,r3_pid_apa26
Am Donnerstag ist ein Mann in Kärnten von einer Kuh schwer verletzt worden.,Ein Mann in Kärnten ist am Donnerstag von einer Kuh verletzt worden.,In Kärnten ist ein Mann von einer Kuh verletzt. Er war im Stall. Die Kuh hat ihn ganz schön weh gemacht. Der Mann hat viele Schürfwunden.,1,n,14,uid_apa_test_438,r3_pid_apa218
Auf der ganzen Welt sind schon hunderttausende Menschen von Corona-Virus krank geworden.,Auf der ganzen Welt sind schon viele Menschen vom Virus krank geworden.,Von dem Corona-Virus sind schon viele Menschen krank.,3,n,4,uid_apa_test_752,r3_pid_apa245
"Dabei soll geprüft werden, ob die WHO etwas falsch gemacht hat.","Dabei soll auch untersucht werden, ob die WHO etwas falsch gemacht hat.","Man soll prüfen, ob die WHO etwas falsch gemacht hat.",3,y,2,uid_apa_test_408,r3_pid_apa265
Dabei wurden auch Geschäfte zerstört und Polizei-Autos in Brand gesetzt.,Dabei wurden auch Geschäfte zerstört. Außerdem wurden Polizei-Autos in Brand gesetzt.,Es brannte auch in ein paar Geschäfte. Außerdem hat man Polizei-Autos abgefackelt.,1,y,1,uid_apa_test_245,r3_pid_apa155
"Der neue Impfstoff von Oxford und AstraZeneca ist nicht ganz so wirksam, er kann aber leichter gelagert werden.",Der Impfstoff ist nicht so gut wie der von Biontech. Man kann ihn aber einfacher lagern.,"Dieser Impfstoff ist etwas weniger wirksam als der von Pfizer und BionTech. Er muss aber nicht bei minus 70 Grad gelagert werden, sondern nur bei minus 20 Grad.",1,n,12,uid_apa_test_379,r3_pid_apa246
Dann kamen die falschen Polizisten zu den älteren Menschen nach Hause und holten das Geld ab.,Dann kamen die falschen Polizisten nach Hause zu den alten Menschen. Die falschen Polizisten holten das Geld aus den Häusern.,Dann kamen die falschen Polizisten. Sie holten das Geld von den älteren Menschen ab. Das waren die falschen Polizisten.,4,y,1,uid_apa_test_722,r3_pid_apa288
"Die ÖVP findet das Verbot unfair für die Bauern, die Glyphosat verwenden.",Die ÖVP sagt: Die Bauern müssen aber nicht auf Glyphosat verzichten. Das sagt die ÖVP.,"Die ÖVP sagt, dass es unfair ist, dass Bauern, die Glyphosat verwenden, Probleme bekommen.",1,y,1,uid_apa_test_446,r3_pid_apa274
Am 22. Juni hat das Geparden-Weibchen Afra im Wiener Tiergarten Schönbrunn 4 Geparden-Babys auf die Welt gebracht.,Im Tiergarten Schönbrunn in Wien hat am 22. Juni das Weibchen Afra 4 Geparden-Babys auf die Welt gebracht.,Am 22. Juni haben die Geparden-Babys im Tiergarten Schönbrunn das Licht der Welt erblickt. Es sind 2 Jungs und 2 Mädchen.,3,n,3,uid_apa_test_250,r3_pid_apa102
"Die EU kritisiert, dass in China die Volksgruppe der Uiguren stark benachteiligt wird.","Die EU findet, dass man in China die Uiguren nicht gut behandelt.","Die EU kritisiert China dafür, dass in China die Minderheit der Uiguren stark unterdrückt wird.",3,y,3,uid_apa_test_153,r3_pid_apa40
