original,simplification1,simplification2,question,options,answer,orig_id,simp_pair_id
Das Windrad in Lichtenegg steht Besuchern offen und kann von April bis September am Wochenende besichtigt werden.,Das Windrad kann ab April an den Wochenenden von April bis September besichtigt werden.,Das Windrad steht in Lichtenegg in der Steiermark. Man kann es besichtigen.,2,n,2,uid_apa_test_622,r3_pid_apa197
"Am Mittwoch hat der Iran bekanntgegeben, dass er teilweise aus dem Atom-Abkommen aussteigt.","Am Mittwoch hat der Iran eine Nachricht an die Welt geschickt. Er hat bekanntgegeben, dass er aus dem Atom-Abkommen teilweise aussteigt.","Am Mittwoch, dem 8. Mai, hat das Land Iran gesagt, dass es teilweise aus dem Atom-Abkommen aussteigt. Das Atom-Abkommen ist ein Vertrag zwischen vielen Ländern. Der Iran will den Vertrag verlassen.",2,y,10,uid_apa_test_425,r3_pid_apa33
Am Montag hat das Elefanten-Mädchen Kibali im Wiener Tiergarten Schönbrunn seinen ersten Geburtstag gefeiert.,Am Montag hat das Elefanten-Mädchen Kibali im Tiergarten Schönbrunn seinen ersten Geburtstag gefeiert. Sie wohnt mit der 42 Jahre alten Mama Temi und der 40 Jahre alten Tante Voi Nam zusammen.,Am Montag ist Elefanten-Mädchen Kibali ein Jahr alt geworden.,2,n,22,uid_apa_test_761,r3_pid_apa221
Das russische Parlament hat eine Änderung der Verfassung beschlossen.,In Russland ist die Verfassung geändert worden. Das hat das russische Parlament beschlossen.,"Das russische Parlament beschloss eine Änderung von der Verfassung. Das heißt, die Verfassung wird etwas geändert.",6,y,3,uid_apa_test_416,r3_pid_apa80
Am 7. September startet im Osten von Österreich das neue Schuljahr.,Am 7. September startet das neue Schuljahr. Das gilt aber nur für Schulen im Osten von Österreich.,"In Österreich beginnt für die Schüler das neue Schuljahr am Dienstag, dem 7. September 2021. Das neue Schuljahr ist wieder etwas später als das vorherige.",2,n,8,uid_apa_test_734,r3_pid_apa0
"Da die ÖVP und die FPÖ nun nicht mehr zusammenarbeiten, hat sich die ÖVP nun anders entschieden.",Aber die ÖVP und die FPÖ wollen nicht mehr zusammenarbeiten. Deshalb hat sich die ÖVP jetzt anders entschieden.,"Die ÖVP kann nicht mehr mit der FPÖ zusammen arbeiten, daher hat sich die ÖVP anders entschieden.",2,y,1,uid_apa_test_305,r3_pid_apa138
Am Freitag haben für rund 450.000 Schüler in Wien und Niederösterreich die Semesterferien begonnen.,Für 450.000 Schüler in Wien und Niederösterreich hat am Freitag die Schule ausgemacht.,Am Freitag haben in Österreich für 450.000 Kinder und Jugendliche die Semesterferien begonnen.,5,n,0,uid_apa_test_496,r3_pid_apa13
"Als Opposition gelten alle Parteien, die im Parlament vertreten sind, aber nicht der Regierung angehören.",Opposition sind alle Parteien im Parlament. Aber diese Parteien gehören nicht der Regierung an.,"Man nennt sie Opposition. Opposition bedeutet, dass diese Parteien nicht in der Regierung sind. Sie vertreten eine andere Meinung als die Parteien in der Regierung.",5,y,11,uid_apa_test_0,r3_pid_apa284
2019 lebten demnach 426 Millionen unter 18-Jährige in Konflikt-Gebieten.,2019 haben über 400 Millionen Kinder in Krisen-Gebieten gelebt.,In 2019 waren weltweit 426 Millionen Kinder unter 18 Jahren von Konflikten betroffen.,2,y,4,uid_apa_test_143,r3_pid_apa235
"Die ÖVP findet das Verbot unfair für die Bauern, die Glyphosat verwenden.",Die ÖVP findet das Verbot unfair. Denn die Bauern müssen mit Glyphosat ihre Felder bestehen. Das ist wichtig für ihre Wirtschaft.,"Die ÖVP findet das Verbot von Glyphosat unfair für die Bauern. Denn viele Bauern verwenden Glyphosat bei der Landwirtschaft. Es hilft, die Pflanzen besser zu schützen. Deshalb ist die ÖVP dagegen, dass das Gift von Glyphosat verboten wird.",6,n,17,uid_apa_test_446,r3_pid_apa217
Am Freitag beginnen die Massentests in Wien und in den Bundesländern Vorarlberg und Tirol.,Am Freitag beginnen die Massen-Tests in Wien und in Tirol. In den Ländern Vorarlberg und Wien muss sich jeder untersuchen lassen.,Die Massen-Tests in Wien und in den Bundes-Ländern Vorarlberg und Tirol beginnen am Freitag.,6,y,7,uid_apa_test_123,r3_pid_apa117
"Am Mittwoch hat der Iran bekanntgegeben, dass er teilweise aus dem Atom-Abkommen aussteigt.","Am Mittwoch hat der Iran bekanntgegeben, dass man sich teilweise aus dem Atom-Vertrag zurückzieht.","Am Mittwoch ist bekannt geworden, dass der Iran teilweise aus dem Atom-Abkommen aussteigt.",5,y,1,uid_apa_test_425,r3_pid_apa31
Das Fracht-Schiff hatte vor über einem Jahr mitten im Atlantischen Ozean technische Probleme und konnte nicht mehr weiterfahren.,Das Schiff war am 28. September 2019 von der Insel Madeira im Atlantik gestartet. Dann gab es aber technische Probleme und das Schiff konnte nicht mehr weiterfahren.,Das Schiff lag mehr als ein Jahr auf dem Meer. Das Schiff lag auf dem Meer und konnte nicht mehr fahren. Das Schiff war mitten auf dem Ozean kaputt.,2,n,2,uid_apa_test_525,r3_pid_apa237
"2019 waren 6 Kinder unter den Todesopfern, während im Jahr 2018 kein Kind beim Zu-Fuß-Gehen im Straßenverkehr starb.","Im Jahr 2019 waren unter den Toten in Österreich auch 6 Kinder, die als Fußgänger auf den Straßen unterwegs waren. Im Jahr 2018 war kein Kind als Fußgänger bei einem Unfall gestorben.","Im Jahr 2019 starben 6 Kinder, die zu Fuß gingen, im Straßen-Verkehr. Im Jahr 2018 starb kein Kind.",2,y,14,uid_apa_test_710,r3_pid_apa16
Es stammt vom italienischen Künstler Leonardo da Vinci und ist rund 500 Jahre alt.,Es ist 500 Jahre alt. Das Bild hat der italienische Künstler Leonardo da Vinci gemacht. Er war ein berühmter Maler.,Das Bild ist rund 500 Jahre alt. Es stammt vom berühmten Künstler Leonardo da Vinci.,4,y,5,uid_apa_test_46,r3_pid_apa178
Ende Mai hatten 45.000 Arbeitslose wieder einen Job gefunden.,Im Mai bekamen wieder 45.000 Menschen einen neuen Job.,Im Mai haben 45.000 Menschen wieder einen Job bekommen.,3,y,0,uid_apa_test_125,r3_pid_apa233
"Am 4. Juni 1989 tötete die chinesische Armee viele Menschen, die am Tiananmen-Platz in Peking für mehr Demokratie demonstriert haben.",Am 4. Juni 1989. Die chinesische Armee hat dann viele Menschen getötet. Diese Menschen waren auf dem Tiananmen-Platz in Peking. Sie demonstrierten für mehr Demokratie.,"Am 4. Juni 1989 erschoss die chinesische Armee Menschen, die für mehr Demokratie demonstrierten. Die Proteste fanden am Tiananmen-Platz statt.",4,y,5,uid_apa_test_32,r3_pid_apa21
Am Mittwoch hat es um 8.30 Uhr in der Gegend von Admont in der Steiermark ein Erdbeben gegeben.,Am Mittwoch gab es in Admont in der Steiermark ein Erdbeben.,Am Mittwoch gab es ein Erdbeben in der Steiermark. Es gab einen großen Riss im Straßenbelag.,3,n,5,uid_apa_test_654,r3_pid_apa190
Am 22. Juni hat das Geparden-Weibchen Afra im Wiener Tiergarten Schönbrunn 4 Geparden-Babys auf die Welt gebracht.,Im Tiergarten Schönbrunn in Wien hat am 22. Juni das Weibchen Afra 4 Geparden-Babys auf die Welt gebracht.,Am 22. Juni haben die Geparden-Babys im Tiergarten Schönbrunn das Licht der Welt erblickt. Es sind 2 Jungs und 2 Mädchen.,3,n,3,uid_apa_test_250,r3_pid_apa102
Am Freitag beginnen die Massentests in Wien und in den Bundesländern Vorarlberg und Tirol.,"Am Freitag sollen die Massentests beginnen. In Wien, Vorarlberg und Tirol.",Am Freitag werden die Massentests in Wien und in den Bundesländern Vorarlberg und Tirol starten.,3,y,4,uid_apa_test_123,r3_pid_apa129
"Der neue Impfstoff von Oxford und AstraZeneca ist nicht ganz so wirksam, er kann aber leichter gelagert werden.",Dieser neue Impfstoff von Oxford ist nicht ganz so gut. Aber man kann ihn leichter lagern.,Der neue Impfstoff ist nicht so gut. Aber man kann ihn leichter lagern.,3,n,3,uid_apa_test_379,r3_pid_apa152
"2019 waren 6 Kinder unter den Todesopfern, während im Jahr 2018 kein Kind beim Zu-Fuß-Gehen im Straßenverkehr starb.",Im Jahr 2019 starben 6 Kinder. Im Jahr davor starb gar kein Kind.,"Im Jahr 2019 starben 6 Kinder, die zu Fuß gingen, im Straßen-Verkehr. Im Jahr 2018 starb kein Kind.",1,n,5,uid_apa_test_710,r3_pid_apa144
Am Montag hat das Elefanten-Mädchen Kibali im Wiener Tiergarten Schönbrunn seinen ersten Geburtstag gefeiert.,Das Baby-Elefant ist jetzt 1 Jahr alt. Es heißt Kibali. Kibali ist ein Elefanten-Mädchen. Es lebt im Tiergarten Schönbrunn.,Am Montag ist Elefanten-Mädchen Kibali ein Jahr alt geworden.,1,y,10,uid_apa_test_761,r3_pid_apa79
Am Donnerstag ist ein Mann in Kärnten von einer Kuh schwer verletzt worden.,In Kärnten hat es einen Angriff von einer Kuh auf einen Mann gegeben.,In Kärnten ist ein Mann von einer Kuh getroffen worden.,3,n,3,uid_apa_test_438,r3_pid_apa122
Das Fracht-Schiff hatte vor über einem Jahr mitten im Atlantischen Ozean technische Probleme und konnte nicht mehr weiterfahren.,Das Schiff hat keine Kraft mehr. Es liegt jetzt im Ozean.,Das Schiff hatte vor über einem Jahr im Atlantischen Ozean Probleme.,3,n,0,uid_apa_test_525,r3_pid_apa142
Am 7. September startet im Osten von Österreich das neue Schuljahr.,Am 7. September beginnt das neue Schul-Jahr. Es wird dann in Österreich Schul-zeit.,Am 7. September startet das neue Schul-Jahr. Es startet dann im Osten von Österreich.,4,n,1,uid_apa_test_734,r3_pid_apa290
Derzeit sind 4.456 Menschen in Österreich am Corona-Virus erkrankt.,Von dem Corona-Virus sind 4.456 Menschen in Österreich angesteckt.,Derzeit sind in Österreich 4.456 Menschen am Corona-Virus erkrankt.,3,y,0,uid_apa_test_625,r3_pid_apa118
Als erster Mensch in den USA bekam die Krankenschwester Sandra Lindsay die Impfung.,Die erste Frau in den USA ist eine Krankenschwester. Die heißt Sandra Lindsay. Sie bekam die Impfung gegen Corona.,Die Krankenschwester Sandra Lindsay bekam als erster Mensch in den USA den Corona-Impfstoff.,3,n,6,uid_apa_test_50,r3_pid_apa7
"Die ÖVP hat es mit 20,43 Prozent der Stimmen auf den 2. Platz geschafft.","Die Volkspartei hat es mit 20,43 Prozent auf den 2. Platz geschafft.","Die ÖVP ist die 2. Partei. Sie hat 20,43 Prozent.",1,y,2,uid_apa_test_116,r3_pid_apa36
Das russische Parlament hat eine Änderung der Verfassung beschlossen.,Das russische Parlament hat die Verfassung geändert.,In Russland hat das Parlament die Verfassung geändert.,3,y,1,uid_apa_test_416,r3_pid_apa239
"Da die ÖVP und die FPÖ nun nicht mehr zusammenarbeiten, hat sich die ÖVP nun anders entschieden.",Daher hat die ÖVP nun einen neuen Koalitionspartner. Die FPÖ will nun keine Koalition mit der ÖVP mehr.,Die ÖVP und die FPÖ arbeiten nicht mehr zusammen. Deshalb hat die ÖVP sich anders entschieden.,4,y,2,uid_apa_test_305,r3_pid_apa175
Im Tiroler Ort Kitzbühel hat am Sonntag ein 25-jährige Mann 5 Menschen getötet.,Im Ort Kitzbühel im Bundesland Tirol hat am Sonntag ein Mann 5 Menschen getötet. Der Mann ist 25 Jahre alt. Er hat die Menschen mit einem Messer erstochen.,Im Ort Kitzbühel in Tirol. Am Sonntag hat ein Mann 5 Menschen getötet. Der Mann war 25 Jahre alt.,4,n,9,uid_apa_test_33,r3_pid_apa78
"""Mit der Impfung ist der Anfang für den Sieg gegen die Pandemie eingeleitet"", sagte Bundeskanzler Sebastian Kurz.",Jetzt wird die Impfung gegen die Krankheit Corona geimpft. Damit fängt die Impfung gegen die Krankheit an. Das sagt der Bundeskanzler Sebastian Kurz.,"""Jetzt wird die Impfung gegen das Virus gestartet. Damit ist der Kampf gegen die Pandemie eröffnet"", sagte Sebastian Kurz.",3,y,4,uid_apa_test_393,r3_pid_apa39
Dabei wurden auch Geschäfte zerstört und Polizei-Autos in Brand gesetzt.,Die Menschen haben auch Geschäfte zerstört. Sie haben auch Polizei-Autos in Brand gesetzt.,Viele Geschäfte wurden zerstört und Polizei-Autos in Brand gesetzt.,4,y,4,uid_apa_test_245,r3_pid_apa74
Am Freitag haben für rund 450.000 Schüler in Wien und Niederösterreich die Semesterferien begonnen.,In Wien und Niederösterreich sind die Semester-Ferien jetzt. Insgesamt sind rund 450.000 Schüler zu Hause. Das sind Schüler aus Wien und aus Niederösterreich.,Am Freitag sind für 450.000 Schüler im Bundesland Wien und in Niederösterreich die Semester-Ferien angefangen.,4,y,8,uid_apa_test_496,r3_pid_apa214
"Dabei soll geprüft werden, ob die WHO etwas falsch gemacht hat.","Man will aber auch schauen, ob die WHO Fehler gemacht hat.","Dabei soll auch geprüft werden, ob die WHO etwas falsch gemacht hat.",1,y,1,uid_apa_test_408,r3_pid_apa273
"Als Opposition gelten alle Parteien, die im Parlament vertreten sind, aber nicht der Regierung angehören.","Alle Parteien, die im Parlament sind, aber nicht die Regierung sind, sind Opposition.",Opposition sind alle Parteien im Parlament. Aber diese Parteien gehören nicht der Regierung an.,3,y,1,uid_apa_test_0,r3_pid_apa261
Es stammt vom italienischen Künstler Leonardo da Vinci und ist rund 500 Jahre alt.,Das Bild ist alt. Es malte Leonardo da Vinci. Er ist ein berühmter Künstler aus Italien.,Es stammt vom italienischen Künstler Leonardo da Vinci. Leonardo da Vinci war im 16. Jahrhundert Künstler.,1,n,0,uid_apa_test_46,r3_pid_apa49
Am Montag hat das Elefanten-Mädchen Kibali im Wiener Tiergarten Schönbrunn seinen ersten Geburtstag gefeiert.,Am Montag hat das Elefanten-Mädchen Kibali im Tier-Garten Schönbrunn seinen Geburtstag gefeiert.,In Schönbrunn hat das Elefanten-Mädchen Kibali seinen ersten Geburtstag gefeiert.,3,y,2,uid_apa_test_761,r3_pid_apa130
"Am 4. Juni 1989 tötete die chinesische Armee viele Menschen, die am Tiananmen-Platz in Peking für mehr Demokratie demonstriert haben.",In China hat die Armee viele Menschen erschossen. Die Menschen demonstrierten für mehr Demokratie. Das war am 4. Juni 1989.,Am 4. Juni 1989 in China wurde der Tiananmen-Platz in Peking von chinesischen Soldaten mit Gewalt geräumt. Es wurden viele Menschen getötet.,1,y,2,uid_apa_test_32,r3_pid_apa9
Am 7. September startet im Osten von Österreich das neue Schuljahr.,Im Osten von Österreich fängt das Schuljahr am 7. September an.,Am 7. September startet in Österreich die Schule wieder.,3,n,2,uid_apa_test_734,r3_pid_apa195
Bei den Buben wurden neben Paul auch gerne die Namen David und Jakob gewählt.,Bei den Jungs heißen die beliebtesten Namen David und Jakob.,"Die beliebtesten Namen für die Buben waren David, Paul und Jakob.",3,y,1,uid_apa_test_423,r3_pid_apa184
Am Dienstag hat es in Österreich einen weiteren Rückgang bei den am Corona-Virus erkrankten Menschen gegeben.,Am Dienstag sind in Österreich wieder weniger Menschen am Corona-Virus erkrankt.,"In Österreich gibt es immer mehr Menschen, die vom Corona-Virus geheilt sind.",3,y,1,uid_apa_test_462,r3_pid_apa160
Auf der ganzen Welt sind schon hunderttausende Menschen von Corona-Virus krank geworden.,Auf der ganzen Welt sind schon viele Menschen vom Virus krank geworden.,Von dem Corona-Virus sind schon viele Menschen krank.,3,n,4,uid_apa_test_752,r3_pid_apa245
Am 22. Juni hat das Geparden-Weibchen Afra im Wiener Tiergarten Schönbrunn 4 Geparden-Babys auf die Welt gebracht.,Im Tiergarten Schönbrunn in Wien gibt es 4 Geparden-Babys. Das ist ein Rekord. Die Mutter heißt Afra.,Im Tiergarten Schönbrunn hat das Geparden-Weibchen Afra 4 Geparden-Babys auf die Welt gebracht.,1,y,4,uid_apa_test_250,r3_pid_apa127
"Die österreichischen Haushalte sparten laut vorläufigen Zahlen 31,9 Milliarden Euro.",Die Österreicher sparten im 1. Halbjahr 2019 viel Geld. Das hat die Statistik Austria berichtet.,Die Menschen in Österreich haben viel Geld gespart. Das sind 31 Milliarden Euro.,1,n,2,uid_apa_test_367,r3_pid_apa203
"Am 4. Juni 1989 tötete die chinesische Armee viele Menschen, die am Tiananmen-Platz in Peking für mehr Demokratie demonstriert haben.",Am Tiananmen-Platz in Peking wurde am 4. Juni 1989 für mehr Demokratie demonstriert.,Vor 32 Jahren hat die chinesische Armee viele Menschen getötet. Sie wollten mehr Demokratie.,3,n,1,uid_apa_test_32,r3_pid_apa267
"Da die ÖVP und die FPÖ nun nicht mehr zusammenarbeiten, hat sich die ÖVP nun anders entschieden.",Jetzt hat die ÖVP aber ihre Meinung geändert. Die FPÖ will man aber nicht mehr als Partner.,"Da die ÖVP und die FPÖ nicht mehr zusammenarbeiten, gibt es nun eine andere Entscheidung.",3,y,2,uid_apa_test_305,r3_pid_apa242
"Tankstellen und kleine Geschäfte auf Bahnhöfen und Flughäfen sind Ausnahmen, sie dürfen weiterhin auch nach 19 Uhr offen haben.",Die Tankstellen auf Bahnhöfen und Flughäfen können aber auch nach 19 Uhr geöffnet bleiben.,Aber nicht alle Geschäfte müssen dann zu machen. Man darf zum Beispiel immer noch auf dem Flughafen einkaufen.,3,n,4,uid_apa_test_217,r3_pid_apa295
Der Präsident von China Xi Jinping besuchte mit einer Maske und einem weißen Kittel ein Krankenhaus in Peking.,Der Präsident von China besuchte ein Krankenhaus. Er hatte eine Maske auf. So hält man sich von dem Virus fern.,Der Präsident von China besuchte ein Krankenhaus in Peking. Er trug eine Maske und einen weißen Kittel. Damit wollte er sich vor dem Corona-Virus schützen.,4,y,5,uid_apa_test_649,r3_pid_apa96
AUA streicht wegen Corona-Virus fast die Hälfte der Italien-Flüge.,AUA muss Flüge nach Italien streichen. Das macht die Fluggesellschaft wegen dem Corona-Virus. Sie streicht fast die Hälfte von den Flügen.,AUA fliegt jetzt weniger nach Italien. Wegen dem Corona-Virus. AUA streicht fast die Hälfte der Flüge nach Italien.,4,y,3,uid_apa_test_627,r3_pid_apa255
"Besonders stark regnete und hagelte es in Oberösterreich, dort waren 65 Feuerwehren mit fast 1.000 Leuten im Einsatz.",In Oberösterreich hat es viel Hagel und Regen gegeben. Die Feuerwehr hat viel zu tun.,In Oberösterreich waren 65 Feuerwehren mit fast 1.000 Menschen im Einsatz. Dort regnete es und hagelte besonders stark.,1,n,3,uid_apa_test_612,r3_pid_apa250
"Der neue Impfstoff von Oxford und AstraZeneca ist nicht ganz so wirksam, er kann aber leichter gelagert werden.","Dieser Impfstoff ist etwas weniger wirksam als der von Pfizer und BionTech. Er muss aber nicht bei minus 70 Grad gelagert werden, sondern nur bei minus 20 Grad.",Der Impfstoff ist nicht so gut wie der von Biontech. Man kann ihn aber einfacher lagern.,1,n,12,uid_apa_test_379,r3_pid_apa246
Dann kamen die falschen Polizisten zu den älteren Menschen nach Hause und holten das Geld ab.,Dann kamen die falschen Polizisten. Sie holten das Geld von den älteren Menschen ab. Das waren die falschen Polizisten.,Dann kamen die falschen Polizisten nach Hause zu den alten Menschen. Die falschen Polizisten holten das Geld aus den Häusern.,4,y,1,uid_apa_test_722,r3_pid_apa288
"Dabei soll geprüft werden, ob die WHO etwas falsch gemacht hat.","Es soll geprüft werden, ob die WHO sich geirrt hat.","Darauf soll eine neue Untersuchung kommen. Man will dann wissen, ob die WHO etwas falsch gemacht hat.",4,y,7,uid_apa_test_408,r3_pid_apa54
2019 lebten demnach 426 Millionen unter 18-Jährige in Konflikt-Gebieten.,"2019 lebten 426 Millionen Kinder und Jugendliche in Konflikt-Gebieten. Das sind Kinder, die in Kriegen leben.","2019 waren es 426 Millionen. Das sind sehr viele Kinder. Sie leben in Gebieten, in denen es Kriege gibt.",4,y,3,uid_apa_test_143,r3_pid_apa90
"Allerdings sagen einige Geheimdienste aus dem Ausland, dass das BVT nicht genug macht, um seine geheime Arbeit zu schützen.","Manche Geheimdienste sind aber nicht so zufrieden. Sie sagen, das BVT macht nicht genug für seine Geheim-Informationen.","Aber einige Geheimdienste aus anderen Ländern sagen, dass das BVT nicht genug macht, um seine geheime Arbeit zu schützen.",1,y,2,uid_apa_test_599,r3_pid_apa128
Als erster Mensch in den USA bekam die Krankenschwester Sandra Lindsay die Impfung.,"In den USA war die Krankenschwester Sandra Lindsay die erste Person, die die Impfung bekam.",Die erste Person in den USA hat die Impfung bekommen. Das war eine Krankenschwester. Sie heißt Sandra Lindsay. Sie ist eine von den vielen Menschen in New York.,4,n,13,uid_apa_test_50,r3_pid_apa88
"Als Opposition gelten alle Parteien, die im Parlament vertreten sind, aber nicht der Regierung angehören.",Die Regierung ist die stärkste Partei. Die anderen Parteien sind die Opposition.,"Die Opposition sind alle Parteien, die im Parlament vertreten sind. Allerdings sind sie nicht in der Regierung vertreten.",1,n,6,uid_apa_test_0,r3_pid_apa123
"Ende September gab es noch 295.000 Kurzarbeiter, im Frühjahr waren es sogar 1,3 Millionen.","Im Frühjahr gab es mehr als 1,3 Millionen Menschen, die wegen Corona in Kurz-Arbeit waren.","Im September gab es noch 295.000 Kurz-Arbeiter. Im Frühjahr waren es 1,3 Millionen.",3,n,2,uid_apa_test_448,r3_pid_apa71
