original,simplification1,simplification2,question,options,answer,orig_id,simp_pair_id
Am Dienstag hat es in Österreich einen weiteren Rückgang bei den am Corona-Virus erkrankten Menschen gegeben.,Am Dienstag ist in Österreich die Zahl der Corona-Kranken wieder zurückgegangen.,Am Dienstag hat es in Österreich einen Rückgang bei den Corona-Kranken gegeben. Es sind weniger Menschen am Corona-Virus erkrankt als am Montag. Das teilte die AGES am Dienstag mit.,2,n,18,uid_apa_test_462,r3_pid_apa62
"Die ÖVP hat es mit 20,43 Prozent der Stimmen auf den 2. Platz geschafft.","Die Partei ""Die ÖVP"" hat mit 20,4 Prozent die 2.",Die ÖVP hat es auf den 2. Platz geschafft.,5,n,1,uid_apa_test_116,r3_pid_apa286
Der 65. Eurovision Song Contest soll vom 12. bis 16. Mai in der Stadt Rotterdam in den Niederlanden stattfinden.,Der Eurovision Song Contest soll im Mai stattfinden.,Der Eurovision Song Contest findet von 12. bis 16. Mai statt.,5,y,3,uid_apa_test_696,r3_pid_apa280
Am Freitag haben für rund 450.000 Schüler in Wien und Niederösterreich die Semesterferien begonnen.,In Wien und Niederösterreich begann am Freitag das Semester-Ende. Damit haben für fast 450.000 Schüler in den beiden Bundesländern die Semester-Ferien begonnen.,"Am Freitag haben die Semesterferien für rund 450.000 Schüler in Wien und Niederösterreich begonnen. Das heißt, die Schüler haben rund 6 Wochen Ferien. Das Semester ist zu Ende und das nächste Semester fängt am 18. Februar 2020 an.",2,n,16,uid_apa_test_496,r3_pid_apa120
Ende Mai hatten 45.000 Arbeitslose wieder einen Job gefunden.,"Wegen der Corona-Krise sind 45.000 Menschen wieder arbeitslos geworden. Das heißt, sie haben wieder einen Job.",Im Mai bekamen wieder 45.000 Menschen einen neuen Job.,5,n,7,uid_apa_test_125,r3_pid_apa97
Am Freitag haben für rund 450.000 Schüler in Wien und Niederösterreich die Semesterferien begonnen.,Für 450.000 Schüler in Wien und Niederösterreich hat am Freitag die Schule ausgemacht.,Am Freitag haben in Österreich für 450.000 Kinder und Jugendliche die Semesterferien begonnen.,5,n,0,uid_apa_test_496,r3_pid_apa13
Dabei wurden auch Geschäfte zerstört und Polizei-Autos in Brand gesetzt.,Es kam auch zu Brandstiftung und Zerstörungen. Es wurden auch Geschäfte zerstört und Feuerwehr-Autos angezündet.,Bei den Unruhen im Land wurden auch Geschäfte zerstört und Polizei-Autos in Brand gesetzt. Die Unruhen gehen schon seit mehreren Monaten.,2,n,6,uid_apa_test_245,r3_pid_apa59
"""Lonely Planet"" erstellt jedes Jahr eine Rangliste der besten 10 Städte, Länder und Regionen auf der ganzen Welt.","Jedes Jahr veröffentlicht die Firma Lonely Planet eine Rangliste von den besten Städten, Ländern und Regionen der Welt.","Lonely Planet ist eine Website, auf der man Reise-Ziele findet. Lonely Planet erstellt jedes Jahr eine Liste von den besten 10 Orten auf der Welt.",5,y,7,uid_apa_test_578,r3_pid_apa225
"Als Opposition gelten alle Parteien, die im Parlament vertreten sind, aber nicht der Regierung angehören.","Die Opposition sind alle Parteien, die im Parlament vertreten sind. Allerdings sind sie nicht in der Regierung vertreten.","Opposition nennt man im Parlament alle Parteien, die der Regierung nicht angehören. Alle Parlamentsparteien außer der Regierungspartei nennt man Opposition.",2,y,2,uid_apa_test_0,r3_pid_apa106
Dann kamen die falschen Polizisten zu den älteren Menschen nach Hause und holten das Geld ab.,Dann kamen die falschen Polizisten zu den älteren Menschen nach Hause. Sie nahmen das Geld von den älteren Menschen ab.,Dann kamen die falschen Polizisten nach Hause zu den alten Menschen. Die falschen Polizisten holten das Geld aus den Häusern.,6,y,0,uid_apa_test_722,r3_pid_apa44
Am 7. September startet im Osten von Österreich das neue Schuljahr.,"In Österreich beginnt für die Schüler das neue Schuljahr am Dienstag, dem 7. September 2021. Das neue Schuljahr ist wieder etwas später als das vorherige.",Am 7. September startet das neue Schuljahr. Das gilt aber nur für Schulen im Osten von Österreich.,2,n,8,uid_apa_test_734,r3_pid_apa0
"Tankstellen und kleine Geschäfte auf Bahnhöfen und Flughäfen sind Ausnahmen, sie dürfen weiterhin auch nach 19 Uhr offen haben.",In Deutschland dürfen Tankstellen und manche Läden im Bahnhof auch länger offen haben. Diese Läden dürfen auch nachts offen haben. Das nennt man eine Ausnahme.,Die Tankstellen auf Bahnhöfen und Flughäfen können aber auch nach 19 Uhr geöffnet bleiben.,5,n,11,uid_apa_test_217,r3_pid_apa256
Am 22. Juni hat das Geparden-Weibchen Afra im Wiener Tiergarten Schönbrunn 4 Geparden-Babys auf die Welt gebracht.,Am 22. Juni hat das Geparden-Weibchen Afra im Tiergarten Schönbrunn vier Geparden-Babys bekommen. Das gab der Tiergarten Schönbrunn in Wien am Montag bekannt.,Im Tiergarten Schönbrunn hat das Geparden-Weibchen Afra 4 Geparden-Babys auf die Welt gebracht.,2,n,10,uid_apa_test_250,r3_pid_apa101
Am Freitag beginnen die Massentests in Wien und in den Bundesländern Vorarlberg und Tirol.,"In Wien, Vorarlberg und in Tirol gibt es am Freitag Massentests. Man will so mehrere hunderttausend Menschen testen. Das Ziel ist es, Infizierte Menschen mit dem Corona-Virus zu finden und zu isolieren. Dadurch sollen die Infektionen gestoppt werden.",Am Freitag beginnen die Massen-Tests in Österreich. Sie sollen in Wien und in den Bundesländern Vorarlberg und Tirol beginnen.,2,y,19,uid_apa_test_123,r3_pid_apa238
Innenminister Nehammer zeigte sich sehr besorgt und kündigte Hilfe für die Opfer an.,Innenminister Nehammer zeigte sich sehr besorgt. Er kündigte Hilfe für die Opfer an.,"Innen-Minister Nehammer zeigte sich besorgt und versprach Hilfe für die Opfer. Der Mann ist ein Mann, der sich sehr um die Umwelt sorgt.",5,n,10,uid_apa_test_292,r3_pid_apa70
Am Dienstag hat es in Österreich einen weiteren Rückgang bei den am Corona-Virus erkrankten Menschen gegeben.,"In Österreich gibt es immer mehr Menschen, die vom Corona-Virus geheilt sind.","Auch in Österreich gibt es im Moment weniger Menschen, die an dem Corona-Virus erkrankt sind.",5,y,3,uid_apa_test_462,r3_pid_apa84
"2019 waren 6 Kinder unter den Todesopfern, während im Jahr 2018 kein Kind beim Zu-Fuß-Gehen im Straßenverkehr starb.",2019 starben dabei 6 Kinder. Im Jahr zuvor starben keine Kinder beim Spazierengehen.,"2019 waren 6 Kinder bei dem Zu-Fuß-Gehen in den Straßen tödlich verunglückt. Das war anders als im Jahr 2018, als kein Kind beim Gehen in den Straßen starb.",6,y,15,uid_apa_test_710,r3_pid_apa289
AUA streicht wegen Corona-Virus fast die Hälfte der Italien-Flüge.,Wegen dem Corona-Virus fliegt die Fluglinie AUA fast die Hälfte ihrer Italien-Flüge nicht mehr.,AUA ist das größte und bekannteste Flug-Unternehmen in Österreich. Es fliegt Menschen zu vielen verschiedenen Zielen auf der ganzen Welt hin und zurück. Wegen dem Corona-Virus streicht AUA fast die Hälfte von seinen Italien-Flügen.,2,y,20,uid_apa_test_627,r3_pid_apa107
Das Fracht-Schiff hatte vor über einem Jahr mitten im Atlantischen Ozean technische Probleme und konnte nicht mehr weiterfahren.,Das Schiff hatte vor einem Jahr Probleme und konnte nicht mehr fahren.,Das Schiff hatte vor über einem Jahr im Atlantischen Ozean Probleme.,5,n,1,uid_apa_test_525,r3_pid_apa105
AUA streicht wegen Corona-Virus fast die Hälfte der Italien-Flüge.,"AUA streicht wegen Corona-Virus fast die Hälfte der Flüge nach Italien. So viele Flüge werden nicht mehr geflogen, weil es weniger Reise-Willen wegen dem Virus gibt.",AUA muss Flüge nach Italien streichen. Das macht die Fluggesellschaft wegen dem Corona-Virus. Sie streicht fast die Hälfte von den Flügen.,6,n,5,uid_apa_test_627,r3_pid_apa185
Derzeit sind 4.456 Menschen in Österreich am Corona-Virus erkrankt.,"In Österreich gibt es 4.449 Menschen, die am Corona-Virus erkrankt sind.",Derzeit sind in Österreich 4.456 Menschen am Corona-Virus erkrankt.,5,y,2,uid_apa_test_625,r3_pid_apa210
"3.639 Menschen befinden sich wegen dem Corona-Virus derzeit im Spital, 701 davon auf einer Intensiv-Station.",Es gibt 3.658 Menschen wegen dem Corona-Virus im Spital.,3.639 Menschen sind derzeit wegen dem Corona-Virus im Spital.,5,y,0,uid_apa_test_737,r3_pid_apa200
Der Präsident von China Xi Jinping besuchte mit einer Maske und einem weißen Kittel ein Krankenhaus in Peking.,Der Präsident von China besuchte ein Krankenhaus in Peking. Er trug eine Maske und einen weißen Kittel. Damit wollte er sich vor dem Corona-Virus schützen.,"Der Präsident von China besuchte ein Krankenhaus in Peking. Er trug eine Maske und einen weißen Kittel. Der Präsident wollte wissen, wie das Krankenhaus gegen den Virus kämpft. China ist das Land mit den meisten Corona-Viren.",6,n,11,uid_apa_test_649,r3_pid_apa109
Am Freitag beginnen die Massentests in Wien und in den Bundesländern Vorarlberg und Tirol.,Am Freitag beginnen die Massentests in Wien.,Am Freitag starten in Wien die Massentests.,5,y,0,uid_apa_test_123,r3_pid_apa266
"Generell empfiehlt die Regierung, Freunde und Bekannte derzeit nicht mehr zu treffen.",Die Regierung empfiehlt: Man sollte die Freunde und Bekannten derzeit nicht mehr treffen.,Man sollte Freunde und Bekannte nicht treffen. Das sagt die Regierung.,6,y,2,uid_apa_test_138,r3_pid_apa98
Im Tiroler Ort Kitzbühel hat am Sonntag ein 25-jährige Mann 5 Menschen getötet.,Am Sonntag hat in der Gemeinde Kitzbühel in Tirol ein 25 Jahre alter Mann 5 Menschen getötet.,In der Stadt Kitzbühel im Bundesland Tirol hat am Sonntag in der Nacht ein Mann 5 Menschen umgebracht.,2,n,1,uid_apa_test_33,r3_pid_apa170
Die 2 Frauen bekommen den Nobelpreis für die Entwicklung der sogenannten Gen-Schere CRISPR/Cas9.,Die Frauen Jennifer Doudna und Emmanuelle Charpentier bekommen den Nobelpreis. Sie bekommen den Preis für die Entdeckung von der Gen-Schere CRISPR/Cas9.,Die 2 Frauen bekommen den Nobelpreis für die Erfindung der Gen-Schere CRISPR.,5,n,9,uid_apa_test_5,r3_pid_apa201
Am 22. Juni hat das Geparden-Weibchen Afra im Wiener Tiergarten Schönbrunn 4 Geparden-Babys auf die Welt gebracht.,Im Tiergarten Schönbrunn in Wien hat am 22. Juni das Weibchen Afra 4 Geparden-Babys auf die Welt gebracht.,Am 22. Juni sind im Wiener Tiergarten Schönbrunn 4 Gepard-Babys auf die Welt gekommen. Die Gepard-Mutter nennt man Afra. Im Tiergarten Schönbrunn in Wien sind 4 Gepard-Babys auf die Welt gekommen. Die Mutter nennt man Afra.,5,y,18,uid_apa_test_250,r3_pid_apa249
Die 2 Frauen bekommen den Nobelpreis für die Entwicklung der sogenannten Gen-Schere CRISPR/Cas9.,Die 2 Frauen bekommen den Nobelpreis für die Entdeckung der CRISPR-Schere. CRISPR-Cas9 heißt der Name der Schere. Die Schere schneidet genau in ein bestimmtes Stück Dna. Damit kann man genetische Störungen behandeln. Die Störungen sind schädlich. Sie verursachen Krankheiten.,Sie haben das genetische Werkzeug CRISPR/Cas9 entwickelt. Es macht es leichter Genetik- Forschung zu machen. Genetik-Forscher wissen mit der Gen-Schere mehr über den Gen-Aufbau von Tieren und Menschen.,6,n,11,uid_apa_test_5,r3_pid_apa234
