original,simplification1,simplification2,question,options,answer,orig_id,simp_pair_id
"In engem Abstand folgen dahinter der VfGH (45), der Bundespräsident (44), die Arbeiterkammer (43), die Universitäten (40) und der Rechnungshof (38).","Nun folgen nach einem großen Abstand der Verfassungs-Gerichtshof (45), der Bundes-Präsident (44), die Arbeiter-Kammer (43), die Unis (40) und der Rechnungs-Hof (38).","In der Rangliste darunter folgen dann: der Verfassungs-Gerichtshof (45), der Bundes-Präsident (44), die Arbeiter-Kammer (43), die Unis (40) und der Rechnungs-Hof (38).",1.833217889,1.843595636,LeoLM Mistral 7B,uid_lhapa_8070,r2_pid_lhapa1192236
Bei dem Sport versuchen sich 2 Männer gegenseitig aus einem Kreis zu schieben.,Bei dem Sport versuchen sich 2 Männer gegenseitig aus einem Kreis zu drängen.,In diesem Sport versuchen sich 2 Männer gegenseitig aus einem Kreis zu schieben.,2.092337058,1.979862553,Disco Llama8B,uid_apa_3501,r2_pid_apa170062
Zu anderen Tischen muss ein Abstand von 1 Meter sein.,Zu anderen Tischen gilt ein Mindest-Abstand von 1 Meter.,Es muss aber ein Mindest-Abstand von 1 Meter zu anderen Tischen sein.,3.814349065,3.595464987,Llama8B,uid_apa_1437,r2_pid_apa1294740
"Demnach sollen auch Gebiete für die Schweinezucht freigegeben werden, die bisher aus Umweltschutzgründen dafür gesperrt waren.",Außerdem sollen dort die Zuchtgebiete für Schweine freigegeben werden. Diese Gebiete waren bisher aus Umweltschutz-Gründen gesperrt.,"Dabei sollen Schweinezucht-Gebiete freigegeben werden, die bis jetzt aus Umweltschutz-Gründen dafür gesperrt waren.",2.913709276,2.343434196,LeoLM Mistral 7B,uid_lhapa_8550,r2_pid_lhapa1208488
1919 begann die Produktion der ersten in Steyr produzierten Lkw.,Der erste Lkw wurde im Jahr 1919 produziert. Er kam in Steyr her.,1919 begann die Produktion von Lkw in Steyr. Lkw sind Lastwagen. Sie transportieren schweres Gepäck.,3.121800614,2.330659662,Llama8B,uid_lhapa_8402,r2_pid_lhapa1808997
Kanzler Sebastian Kurz (ÖVP) hat am Freitag eine Öffnung der Gastronomie noch im März nicht mehr ausgeschlossen.,"Österreichs Kanzler Sebastian Kurz sagt, die Öffnung der Gastronomie im März kann noch möglich sein.",Kanzler Sebastian Kurz (ÖVP) will die Gastronomie schon im März wieder aufsperren.,2.77528333,2.331914887,Llama8B,uid_lhapa_8585,r2_pid_lhapa1814105
"Gefallen finden sie auch an einem Schlauch mit Löchern, aus dem Wasser in alle Richtungen spritzt.","Sie mögen sogar einen Wasserschlauch, der viele Löcher hat. Dadurch spritzt das Wasser in alle Richtungen.",Außerdem finden sie einen Schlauch mit Löchern sehr lustig. Wasser spritzt dann aus dem Schlauch in alle Richtungen.,2.991274328,2.393220576,Llama8B,uid_lhapa_8205,r2_pid_lhapa1802068
Dort müssen die Schüler also am Montag wieder in die Schule gehen.,Dort müssen die Schüler dann am Montag wieder zur Schule gehen.,Dort gehen am Montag die Schüler also wieder in die Schule.,3.902680878,4.837843933,Llama8B,uid_apa_747,r2_pid_apa1537504
"In Österreich, ähnlich wie in den meisten anderen EU-Staaten, sinkt übrigens die Zahl der Asylwerber.",In Österreich sinkt auch die Zahl von Asyl-Bedürftigen. Das ist ähnlich in den meisten anderen EU-Staaten.,In Österreich ist auch die Zahl der Asyl-Werber abgenommen. Das gilt auch für die meisten anderen EU-Staaten.,2.659251302,2.64025709,Llama8B,uid_lhapa_8606,r2_pid_lhapa1815185
Die Türkei und die USA hatten am Donnerstag eine fünftägige Waffenruhe für Nordsyrien vereinbart.,Die USA und die Türkei haben am Donnerstag eine Waffenruhe für 5 Tage vereinbart. Sie gilt für den Landesteil Nordsyrien.,Am Donnerstag hat die USA mit der Türkei eine Waffen-Ruhe für 5 Tage vereinbart. Die Waffen-Ruhe gilt für Nordsyrien.,1.899036755,2.043661319,Llama8B,uid_lhapa_8537,r2_pid_lhapa1812772
Ich habe keinen Spaß mehr in der Schule.,Mir macht es keinen Spaß in der Schule.,Ich mag die Schule nicht mehr.,5.474094384,5.907935086,LeoLM Mistral 7B,uid_lhapa_8580,r2_pid_lhapa1209458
"Allerdings ist die Farbe auch schnell wieder weg, wenn sich das Wetter ändert.","Die Farbe ist aber nur für kurze Zeit sichtbar. Sie geht schnell wieder weg, wenn sich das Wetter ändert.","Allerdings bleibt die Farbe nicht lange. Sie geht schnell wieder weg. Das passiert, wenn sich das Wetter ändert.",2.386844666,2.570277627,Llama8B,uid_lhapa_8363,r2_pid_lhapa1807640
"Ihre Parteikollegin Alexandria Ocasio-Cortez wird mit 29 Jahren die jüngste Frau, die jemals in den Kongress gewählt wurde.","Sie heißt Alexandria Ocasio-Cortez und ist nur 29 Jahre alt. Sie wird damit die jüngste Frau sein, die jemals im Kongress sitzt.",Alexandria Ocasio-Cortez ist 29 Jahre alt. Sie wird die jüngste Frau im Kongress werden.,1.980765404,2.126084496,Disco Llama8B,uid_lhapa_8128,r2_pid_lhapa549044
Normalerweise wird bei den Golden Globes groß gefeiert.,Normalerweise gibt es bei den Golden Globes eine große Party.,Normalerweise wird bei den Golden Globes groß gefeiert.,2.703689477,2.290080033,LeoLM Mistral 7B,uid_apa_738,r2_pid_apa907262
"Wir haben nach wie vor das Bild, dass 95 Prozent der Bevölkerung sensationell kooperieren (...) und fünf Prozent, die das noch nicht begriffen haben.","Wir sehen das immer noch als 95 Prozent richtig kooperieren und fünf Prozent, die noch nicht begreifen.",Die 95 Prozent von der Bevölkerung haben sich kooperiert. 5 Prozent noch nicht.,4.080214805,3.935696152,Llama8B,uid_lhapa_8323,r2_pid_lhapa1805892
"Nach offiziellen Angaben wurde er auf der Intensivstation mit Sauerstoff versorgt, jedoch nicht beamtet.",Er lag auf der Intensiv-Station. Man versorgte ihn mit Sauerstoff. Er wurde aber nicht beamtet.,Der Mann wurde auf der Intensiv-Station im Spital behandelt. Dort wurde ihm Sauerstoff gegeben.,2.870737921,2.852725086,Disco Llama8B,uid_lhapa_7931,r2_pid_lhapa542381
Die Grünen dürften dank Briefwählern wiederum die Josefstadt der ÖVP abluchsen können.,Dank Briefwählern können die Grünen die ÖVP in der Josefstadt besiegen.,Wegen der Brief-Wähler sollen die Grünen diesmal die ÖVP in der Josefstadt abluchsen können.,2.447191114,3.157868697,LeoLM Mistral 7B,uid_lhapa_8431,r2_pid_lhapa1204509
Eine Spaziergängerin hat in einem Waldstück in Wien-Hernals drei Weltkriegsbomben entdeckt.,In Wien-Hernals hat eine Spaziergängerin in einem Wald-Stück drei Welt-Kriegs-Bomben entdeckt.,Eine Spaziergängerin hat in einem Waldstück in Wien-Hernals drei Weltkriegsbomben entdeckt.,2.08709182,2.391313046,Disco Llama8B,uid_lhapa_7842,r2_pid_lhapa539968
"Im Vergleich zur Entwicklung in anderen Staaten seien die Todesfälle aber im Rahmen geblieben, so Anschober sinngemäß.","Im Vergleich zu anderen Ländern seien die Todesfälle aber nicht zu hoch geworden, so Anschober.",Aber im Vergleich zu anderen Ländern blieben die Todesfälle aber im Rahmen. So Anschober.,2.411640987,3.588996859,Llama8B,uid_lhapa_8171,r2_pid_lhapa1801075
Sieben Minuten später führte ein weiterer Rapid-Eckball zum Ausgleich.,"Sieben Minuten später erzielten die Rapid-Spieler wieder ein Tor. So wurden sie gleich wieder gleich. Das heißt, das Spiel war ausgeglichen.",7 Minuten später erzielte Rapid den Ausgleich. Er führte einen Eck-Ball in den Strafraum ein.,3.780269623,3.088584033,Llama8B,uid_lhapa_8281,r2_pid_lhapa1804317
Indonesien - viertgrößtes Land der Welt mit mehr als 260 Millionen Einwohnern - besteht aus mehr als 17 000 Inseln.,Indonesien ist ein riesiges Land. Es hat mehr als 260 Millionen Einwohner. In Indonesien gibt es mehr als 17.000 Inseln.,Indonesien besteht aus mehr als 17.000 Inseln. Das ist das viertgrößte Land der Welt und hat mehr als 260 Millionen Einwohner.,1.827257286,1.72845791,Disco Llama8B,uid_lhapa_8546,r2_pid_lhapa562813
Vorgeworfen wird Strache der Missbrauch von Spesen.,Strache soll Spesen missbraucht haben.,"Der Politiker Strache wird vorgeworfen, dass er Spesen missbraucht hat.",5.502822984,3.303277422,LeoLM Mistral 7B,uid_lhapa_8547,r2_pid_lhapa1208326
In Bad Ischl in Oberösterreich soll ein Mann mit einem Bogen einen Pfeil auf seine Ex-Freundin geschossen haben.,Ein Mann hat in Oberösterreich mit einem Bogen auf seine Ex-Freundin geschossen.,In Bad Ischl in Oberösterreich soll ein Mann mit einem Bogen einen Pfeil auf seine Ex-Freundin geschossen haben.,2.373163633,2.001521995,LeoLM Mistral 7B,uid_apa_4376,r2_pid_apa853287
"Der Auftritt der Debütanten und Ballettkünstler sei geradezu mystisch gewesen, bekräftigte Van der Bellen.","Der Präsident fand das Ballet von den Debütanten und Ballettkünstlern ganz einfach toll. Es sei ""fast mystisch gewesen"", so der Präsident.","Van der Bellen bezeichnet den Auftritt von Debütanten und Ballett-Tänzern sogar als ""Mystik"" und meinte, dass das Ballett-Tanzen geradezu wunderschön war.",3.772087668,3.793821993,Llama8B,uid_lhapa_3039,r2_pid_lhapa1628078
"Der Aufschwung im kommenden Jahr dürfte nur 3,6 Prozent betragen, statt 4,0 Prozent.","Im nächsten Jahr ist ein Aufschwung von nur 3,6 Prozent zu erwarten. Das ist deutlich weniger als die bisher angenommenen 4 Prozent.","Nur noch 3,6 Prozent Zuwachs werden im nächsten Jahr erwartet. Bisher waren 4,0 Prozent prognostiziert.",2.554903281,3.247775551,Disco Llama8B,uid_lhapa_8413,r2_pid_lhapa559142
"Man müsse sich offenbar auf eine Zusammenarbeit zwischen SPÖ und FPÖ einstellen, meinte er.",Offenbar werden SPÖ und FPÖ zusammen regieren. Das meinte er.,"Er meinte, dass man sich wohl auf eine Koalition von SPÖ und FPÖ einstellen muss.",3.840518843,2.401983953,Disco Llama8B,uid_lhapa_8306,r2_pid_lhapa554716
Das Raumschiff werde um den Mond herumfliegen und sich ihm dabei auf etwa 200 Kilometer nähern.,Das Raumschiff fliegt um den Mond herum. Dabei kommt es dem Mond sehr nahe. Es kommt auf etwa 200 Kilometer heran.,Das Raumschiff wird aber nur um den Mond herumfliegen. Es wird dem Mond aber auf 200 Kilometer nähern.,1.943346435,2.465077598,Llama8B,uid_lhapa_8457,r2_pid_lhapa1810656
Im September fängt das neue Schuljahr an.,Im September beginnt das neue Schuljahr.,Im September fängt das neue Schuljahr an.,4.042340417,3.189935578,Llama8B,uid_apa_605,r2_pid_apa1528261
"Damit sind seit Bekanntwerden des Erregers Sars-CoV-2 Ende vergangenen Jahres weltweit mehr als 28,6 Millionen Infektionen gemeldet worden.",Bekannt wurde das Virus Sars-CoV-2 Ende 2019. Weltweit wurden seitdem mehr als 28 Millionen Infektionen gemeldet.,"Weltweit sind es 28,6 Millionen Infektionen. Das sind die Zahlen, die es gibt, seit dem Sars-CoV-2 Erreger Ende vergangenen Jahres entdeckt wurde.",2.814661793,3.321383089,Llama8B,uid_lhapa_8462,r2_pid_lhapa1810818
"Die bedingte Marktzulassung stelle sicher, so die EMA-Chefin, dass die Covid-19 -Impfstoffe die EU-Standards für alle Impfstoffe und Arzneimittel erfüllten.","Diese Bedingung soll sicherstellen, dass die Covid-19-Impfstoffe die gleichen hohen Standards erfüllen wie andere Medikamente und Impfstoffe. Das sagte die EMA-Chefin.","Die bedingte Marktzulassung stelle sicher, dass die Corona-Impfstoffe in der EU sicher und gut sind, sagte die EMA-Chefin.",2.224463025,2.066910168,Disco Llama8B,uid_lhapa_8236,r2_pid_lhapa552375
Bei der Geburt wog sie rund 100 Gramm und war nur so groß wie ein Meerschweinchen.,Bei der Geburt hatte sie 100 Gramm. Sie war also genauso groß wie ein kleines Meerschweinchen.,Sie war sehr klein. Bei ihrer Geburt wog sie rund 100 Gramm und war nur so groß wie ein Meerschweinchen.,3.22533396,2.601509791,Disco Llama8B,uid_lhapa_8467,r2_pid_lhapa560475
Douglas hatte 3 Mal die Chance einen Oscar zu gewinnen.,Douglas konnte den Oscar bisher 3 Mal gewinnen. Er war 3 Mal nominiert.,Douglas hatte 3 Mal die Chance einen Oscar zu gewinnen.,4.101435433,4.833933436,Disco Llama8B,uid_apa_4801,r2_pid_apa261462
"Diese Abstimmung gewann May, weshalb sie vorerst im Amt blieb.","Theresa May blieb vorerst im Amt, nachdem sie die Abstimmung gewann.","May gewann diese Abstimmung, weshalb sie weiter im Amt blieb.",2.931124759,2.913278897,Disco Llama8B,uid_apa_669,r2_pid_apa279442
Das Fracht-Schiff hatte vor über einem Jahr mitten im Atlantischen Ozean technische Probleme und konnte nicht mehr weiterfahren.,Das Schiff hatte vor einem Jahr Probleme und konnte nicht mehr fahren.,Das Schiff hatte vor über einem Jahr im Atlantischen Ozean Probleme.,5.0,n,1,uid_apa_test_525,r3_pid_apa105
Am Freitag beginnen die Massentests in Wien und in den Bundesländern Vorarlberg und Tirol.,Die Massen-Tests in Wien und in den Bundes-Ländern Vorarlberg und Tirol beginnen am Freitag.,Am Freitag beginnen die Massen-Tests in Wien und in Tirol. In den Ländern Vorarlberg und Wien muss sich jeder untersuchen lassen.,6.0,y,7,uid_apa_test_123,r3_pid_apa117
Dann kamen die falschen Polizisten zu den älteren Menschen nach Hause und holten das Geld ab.,Dann kamen die falschen Polizisten nach Hause zu den alten Menschen. Die falschen Polizisten holten das Geld aus den Häusern.,Dann kamen die falschen Polizisten zu den älteren Menschen nach Hause. Sie nahmen das Geld von den älteren Menschen ab.,6.0,y,0,uid_apa_test_722,r3_pid_apa44
"Als Opposition gelten alle Parteien, die im Parlament vertreten sind, aber nicht der Regierung angehören.","Opposition ist eine Partei, die nicht Regierung ist. Die Opposition verteidigt die Menschen, indem sie der Regierung widerspricht.","Als Opposition werden Parteien bezeichnet, die nicht Regierungs-Parteien sind. Sie sind aber im Parlament vertreten. Das heißt, sie haben auch Abgeordnete im Parlament.",6.0,y,5,uid_apa_test_0,r3_pid_apa198
Der Präsident von China Xi Jinping besuchte mit einer Maske und einem weißen Kittel ein Krankenhaus in Peking.,"Der Präsident von China Xi Jinping besuchte am Donnerstag ein Krankenhaus in Peking. Er wollte damit die Menschen ermutigen und zeigen, dass das Virus sehr ernst genommen wird. Xi trug dabei eine Maske und einen weißen Kittel.",Der Präsident von China Xi Jinping hat einen Krankenhaus in Peking besucht. Xi Jinping trug dabei eine Maske und einen weißen Kittel.,2.0,n,15,uid_apa_test_649,r3_pid_apa216
Derzeit sind 4.456 Menschen in Österreich am Corona-Virus erkrankt.,4.456 Menschen in Österreich sind krank. Sie haben sich mit dem Corona-Virus angesteckt.,"Das heißt, dass 4.456 Menschen in Österreich gerade krank am Corona-Virus sind.",2.0,y,1,uid_apa_test_625,r3_pid_apa63
"Da die ÖVP und die FPÖ nun nicht mehr zusammenarbeiten, hat sich die ÖVP nun anders entschieden.","Da die ÖVP und die FPÖ nicht mehr zusammenarbeiten, gibt es nun eine andere Entscheidung.",Die ÖVP-Politiker arbeiten nicht mehr mit der FPÖ zusammen.,5.0,n,6,uid_apa_test_305,r3_pid_apa262
2019 lebten demnach 426 Millionen unter 18-Jährige in Konflikt-Gebieten.,2019 haben über 400 Millionen Kinder in Krisen-Gebieten gelebt.,In 2019 waren weltweit 426 Millionen Kinder unter 18 Jahren von Konflikten betroffen.,2.0,y,4,uid_apa_test_143,r3_pid_apa235
Am 22. Juni hat das Geparden-Weibchen Afra im Wiener Tiergarten Schönbrunn 4 Geparden-Babys auf die Welt gebracht.,Afra hat 4 Baby-Geparden geboren. Das hat sie am 22. Juni getan. Sie lebt im Wiener Tiergarten Schönbrunn.,Am 22. Juni hat Afra im Tiergarten Schönbrunn 4 Baby-Geparden auf die Welt gebracht. Afra ist eine Geparden-Mutter im Tiergarten Schönbrunn. Der Tiergarten Schönbrunn ist eine der größten Tiergärten der Welt.,6.0,n,13,uid_apa_test_250,r3_pid_apa86
"Tankstellen und kleine Geschäfte auf Bahnhöfen und Flughäfen sind Ausnahmen, sie dürfen weiterhin auch nach 19 Uhr offen haben.",Viele Geschäfte in Deutschland müssen nach 19 Uhr zu. Einige Ausnahmen gibt es aber. Tankstellen und kleine Geschäfte auf Bahnhöfen und Flughäfen dürfen weiter offen bleiben. Sie dürfen auch nach 19 Uhr Geschäfte offen halten.,Tankstellen und kleine Geschäfte auf Bahnhöfen und Flughäfen sind Ausnahmen. Sie dürfen weiterhin auch nach 19 Uhr offen sein.,6.0,y,16,uid_apa_test_217,r3_pid_apa176
2019 lebten demnach 426 Millionen unter 18-Jährige in Konflikt-Gebieten.,"2019 lebten rund 426 Millionen Kinder und Jugendliche in Gebieten, die im Konflikt sind. Das bedeutet sie sind in Gefahr, weil es in diesen Ländern Krieg und Gewalt gibt.","2019 lebten 426 Millionen Kinder und Jugendliche in Konflikt-Gebieten. Das sind Kinder, die in Kriegen leben.",6.0,y,13,uid_apa_test_143,r3_pid_apa269
"Allerdings sagen einige Geheimdienste aus dem Ausland, dass das BVT nicht genug macht, um seine geheime Arbeit zu schützen.","Es gibt aber auch Menschen, die behaupten, dass das BVT nicht genug macht. Es gibt Geheimdienste aus dem Ausland, die das sagen. Sie behaupten, dass das BVT seine Arbeit nicht genug schützt.","Allerdings sagen einige Geheimdienste aus dem Ausland, dass das BVT zu wenig macht, um seine geheime Arbeit zu schützen.",6.0,y,13,uid_apa_test_599,r3_pid_apa259
Im Tiroler Ort Kitzbühel hat am Sonntag ein 25-jährige Mann 5 Menschen getötet.,In der Stadt Kitzbühel im Bundesland Tirol hat am Sonntag in der Nacht ein Mann 5 Menschen umgebracht.,Am Sonntag hat in der Gemeinde Kitzbühel in Tirol ein 25 Jahre alter Mann 5 Menschen getötet.,2.0,n,1,uid_apa_test_33,r3_pid_apa170
Am Dienstag hat es in Österreich einen weiteren Rückgang bei den am Corona-Virus erkrankten Menschen gegeben.,"In Österreich gibt es immer mehr Menschen, die vom Corona-Virus geheilt sind.","Auch in Österreich gibt es im Moment weniger Menschen, die an dem Corona-Virus erkrankt sind.",5.0,y,3,uid_apa_test_462,r3_pid_apa84
Auf der ganzen Welt sind schon hunderttausende Menschen von Corona-Virus krank geworden.,Wegen dem Corona-Virus sind hunderttausende Menschen auf der Welt krank.,Von dem Corona-Virus sind schon viele Menschen krank.,5.0,y,2,uid_apa_test_752,r3_pid_apa220
Dabei wurden auch Geschäfte zerstört und Polizei-Autos in Brand gesetzt.,Es kam auch zu Brandstiftung und Zerstörungen. Es wurden auch Geschäfte zerstört und Feuerwehr-Autos angezündet.,Bei den Unruhen im Land wurden auch Geschäfte zerstört und Polizei-Autos in Brand gesetzt. Die Unruhen gehen schon seit mehreren Monaten.,2.0,n,6,uid_apa_test_245,r3_pid_apa59
Am Dienstag hat es in Österreich einen weiteren Rückgang bei den am Corona-Virus erkrankten Menschen gegeben.,Am Dienstag waren in Österreich wieder weniger Menschen am Corona-Virus erkrankt.,"Am Dienstag waren in Österreich weniger Menschen am Corona-Virus erkrankt als noch am Vortag. Es gab einen weiteren Rückgang von Corona-Fällen. Das heißt, es gab weniger Menschen, die krank an dem Virus sind.",6.0,y,22,uid_apa_test_462,r3_pid_apa241
