original,simplification1,simplification2,question,options,answer,orig_id,simp_pair_id
"""Mit der Impfung ist der Anfang für den Sieg gegen die Pandemie eingeleitet"", sagte Bundeskanzler Sebastian Kurz.","""Mit der Impfung ist der Anfang für den Sieg gegen die Pandemie eingeleitet"", sagte Bundeskanzler Sebastian Kurz.","Der Anfang vom Ende der Pandemie ist erreicht, sagte Bundeskanzler Sebastian Kurz. Kurz spricht von dem Corona-Impfstoff.",6,y,0,uid_apa_test_393,r3_pid_apa297
Innenminister Nehammer zeigte sich sehr besorgt und kündigte Hilfe für die Opfer an.,Innenminister Nehammer zeigte sich sehr besorgt. Er kündigte Hilfe für die Opfer an. Der Innen-Minister kümmert sich um die Sicherheit von Menschen in Österreich.,Innenminister Nehammer zeigte sich besorgt. Er kündigte Hilfe für die Opfer an.,6,n,12,uid_apa_test_292,r3_pid_apa140
"Am Mittwoch hat der Iran bekanntgegeben, dass er teilweise aus dem Atom-Abkommen aussteigt.","Am Mittwoch hat der Iran eine Nachricht an die Welt geschickt. Er hat bekanntgegeben, dass er aus dem Atom-Abkommen teilweise aussteigt.","Am Mittwoch, dem 8. Mai, hat das Land Iran gesagt, dass es teilweise aus dem Atom-Abkommen aussteigt. Das Atom-Abkommen ist ein Vertrag zwischen vielen Ländern. Der Iran will den Vertrag verlassen.",2,y,10,uid_apa_test_425,r3_pid_apa33
"3.639 Menschen befinden sich wegen dem Corona-Virus derzeit im Spital, 701 davon auf einer Intensiv-Station.","3.639 Menschen liegen wegen dem Corona-Virus im Spital. 701 von ihnen sind auf einer Intensiv-Station. Auf einer Intensiv-Station werden Patienten behandelt, die sehr schwer erkrankt sind. Sie brauchen viel Hilfe.",Derzeit liegt in den Krankenhäusern von der Schweiz auch 3.639 Menschen wegen dem Corona-Virus. 701 davon werden auf Intensiv-Stationen behandelt.,6,n,10,uid_apa_test_737,r3_pid_apa162
Am 7. September startet im Osten von Österreich das neue Schuljahr.,Am 7. September startet das neue Schuljahr. Das gilt aber nur für Schulen im Osten von Österreich.,"In Österreich beginnt für die Schüler das neue Schuljahr am Dienstag, dem 7. September 2021. Das neue Schuljahr ist wieder etwas später als das vorherige.",2,n,8,uid_apa_test_734,r3_pid_apa0
"""Lonely Planet"" erstellt jedes Jahr eine Rangliste der besten 10 Städte, Länder und Regionen auf der ganzen Welt.","Jedes Jahr schreibt ""Lonely Planet"" eine Liste mit den besten Reise-Zielen weltweit.","""Lonely Planet"" macht jedes Jahr eine Liste der besten 10 Länder, Städte und Regionen auf der ganzen Welt.",6,y,6,uid_apa_test_578,r3_pid_apa229
Die 2 Frauen bekommen den Nobelpreis für die Entwicklung der sogenannten Gen-Schere CRISPR/Cas9.,Sie haben das genetische Werkzeug CRISPR/Cas9 entwickelt. Es macht es leichter Genetik- Forschung zu machen. Genetik-Forscher wissen mit der Gen-Schere mehr über den Gen-Aufbau von Tieren und Menschen.,Die 2 Frauen bekommen den Nobelpreis für die Entdeckung der CRISPR-Schere. CRISPR-Cas9 heißt der Name der Schere. Die Schere schneidet genau in ein bestimmtes Stück Dna. Damit kann man genetische Störungen behandeln. Die Störungen sind schädlich. Sie verursachen Krankheiten.,6,n,11,uid_apa_test_5,r3_pid_apa234
Ende Mai hatten 45.000 Arbeitslose wieder einen Job gefunden.,Im Mai bekamen wieder 45.000 Menschen einen neuen Job.,"Wegen der Corona-Krise sind 45.000 Menschen wieder arbeitslos geworden. Das heißt, sie haben wieder einen Job.",5,n,7,uid_apa_test_125,r3_pid_apa97
"Besonders stark regnete und hagelte es in Oberösterreich, dort waren 65 Feuerwehren mit fast 1.000 Leuten im Einsatz.",In Oberösterreich regnete und hagelte es sehr stark. Deshalb waren 65 Feuerwehren mit fast 1.000 Leuten im Einsatz.,In Oberösterreich waren 65 Feuerwehren mit fast 1.000 Menschen im Einsatz. Dort regnete es und hagelte besonders stark.,2,y,0,uid_apa_test_612,r3_pid_apa57
"Die ÖVP hat es mit 20,43 Prozent der Stimmen auf den 2. Platz geschafft.","Die Volkspartei hat es mit 20,43 Prozent auf den 2. Platz geschafft.",Die ÖVP hat rund 20 Prozent der Stimmen bekommen. Sie ist somit die zweitstärkste Partei geworden.,2,y,4,uid_apa_test_116,r3_pid_apa226
"Der neue Impfstoff von Oxford und AstraZeneca ist nicht ganz so wirksam, er kann aber leichter gelagert werden.",Es gibt einen neuen Corona-Impfstoff. Dieser wird von Oxford und dem britischen Arzneimittel-Unternehmen AstraZeneca hergestellt. Dieser Corona-Impfstoff ist nicht so wirksam.,Dieser neue Impfstoff von Oxford ist nicht ganz so gut. Aber man kann ihn leichter lagern.,5,n,5,uid_apa_test_379,r3_pid_apa202
Bei den Buben wurden neben Paul auch gerne die Namen David und Jakob gewählt.,"Bei den Buben sind die Namen Paul, David und Jakob besonders beliebt.","Im Jahr 2019 waren die beliebtesten Namen für Buben Paul, David und Jakob. Das sind Namen, die schon in früheren Jahren oft verwendet wurden.",2,n,12,uid_apa_test_423,r3_pid_apa146
"Am 4. Juni 1989 tötete die chinesische Armee viele Menschen, die am Tiananmen-Platz in Peking für mehr Demokratie demonstriert haben.",Am 4. Juni 1989 in China wurde der Tiananmen-Platz in Peking von chinesischen Soldaten mit Gewalt geräumt. Es wurden viele Menschen getötet.,Der Platz vor dem Verbotenen Palast in Peking wurde als Protest-Platz benutzt. Am 4. Juni 1989 wurden viele Menschen am Tiananmen-Platz von Soldaten erschossen.,2,y,2,uid_apa_test_32,r3_pid_apa67
"Ende September gab es noch 295.000 Kurzarbeiter, im Frühjahr waren es sogar 1,3 Millionen.","Ende September waren noch rund 295.000 Kurz-Arbeiter. Im Frühjahr waren es sogar rund 1,3 Millionen. Das waren aber viel mehr als im September.","Es gab noch rund 295.000 Kurz-Arbeiter. Im Frühjahr waren es 1,3 Millionen Kurz-Arbeiter. Das sind mehr als 1 Million.",6,y,4,uid_apa_test_448,r3_pid_apa158
"Am 4. Juni 1989 tötete die chinesische Armee viele Menschen, die am Tiananmen-Platz in Peking für mehr Demokratie demonstriert haben.",Am 4. Juni 1989 demonstrierten Menschen in Peking für Demokratie. Die chinesische Armee schoss dann auf die Demonstranten. Es starben viele Menschen.,"Am 4. Juni 1989 erschoss die chinesische Armee Menschen, die für mehr Demokratie demonstrierten. Die Proteste fanden am Tiananmen-Platz statt.",6,y,2,uid_apa_test_32,r3_pid_apa111
"Tankstellen und kleine Geschäfte auf Bahnhöfen und Flughäfen sind Ausnahmen, sie dürfen weiterhin auch nach 19 Uhr offen haben.",In Deutschland dürfen Tankstellen und manche Läden im Bahnhof auch länger offen haben. Diese Läden dürfen auch nachts offen haben. Das nennt man eine Ausnahme.,Die Tankstellen auf Bahnhöfen und Flughäfen können aber auch nach 19 Uhr geöffnet bleiben.,5,n,11,uid_apa_test_217,r3_pid_apa256
Auf der ganzen Welt sind schon hunderttausende Menschen von Corona-Virus krank geworden.,Es gibt ein neues Virus. Das Virus nennt man Corona-Virus. Viele Menschen sind schon davon krank geworden. In ganz vielen Ländern gibt es jetzt auch sehr viele kranke Menschen. Das Corona-Virus kommt aus China.,Der Corona-Virus hat sich auf der ganzen Welt schon bei mehr als 100.000 Menschen gezeigt.,2,n,19,uid_apa_test_752,r3_pid_apa8
Am 22. Juni hat das Geparden-Weibchen Afra im Wiener Tiergarten Schönbrunn 4 Geparden-Babys auf die Welt gebracht.,Im Tiergarten Schönbrunn hat das Geparden-Weibchen Afra 4 Geparden-Babys auf die Welt gebracht.,Am 22. Juni hat das Geparden-Weibchen Afra im Tiergarten Schönbrunn vier Geparden-Babys bekommen. Das gab der Tiergarten Schönbrunn in Wien am Montag bekannt.,2,n,10,uid_apa_test_250,r3_pid_apa101
Die 2 Frauen bekommen den Nobelpreis für die Entwicklung der sogenannten Gen-Schere CRISPR/Cas9.,Die 2 Frauen bekommen den Nobelpreis für die Erfindung der Gen-Schere CRISPR.,Die Frauen Jennifer Doudna und Emmanuelle Charpentier bekommen den Nobelpreis. Sie bekommen den Preis für die Entdeckung von der Gen-Schere CRISPR/Cas9.,5,n,9,uid_apa_test_5,r3_pid_apa201
"Da die ÖVP und die FPÖ nun nicht mehr zusammenarbeiten, hat sich die ÖVP nun anders entschieden.","Da die ÖVP und die FPÖ nicht mehr zusammenarbeiten, hat sich die ÖVP entschieden, mit den Grünen zusammenzuarbeiten. Sie werden gemeinsam die Regierung in Österreich bilden.",Daher hat die ÖVP nun einen neuen Koalitionspartner. Die FPÖ will nun keine Koalition mit der ÖVP mehr.,6,n,8,uid_apa_test_305,r3_pid_apa189
Der Präsident von China Xi Jinping besuchte mit einer Maske und einem weißen Kittel ein Krankenhaus in Peking.,Der Präsident von China besuchte ein Krankenhaus in Peking. Er trug eine Maske und einen weißen Kittel. Damit wollte er sich vor dem Corona-Virus schützen.,"Der Präsident von China besuchte ein Krankenhaus in Peking. Er trug eine Maske und einen weißen Kittel. Der Präsident wollte wissen, wie das Krankenhaus gegen den Virus kämpft. China ist das Land mit den meisten Corona-Viren.",6,n,11,uid_apa_test_649,r3_pid_apa109
Am Montag hat das Elefanten-Mädchen Kibali im Wiener Tiergarten Schönbrunn seinen ersten Geburtstag gefeiert.,In Schönbrunn hat das Elefanten-Mädchen Kibali seinen ersten Geburtstag gefeiert.,Die Elefanten-Tochter Kibali vom Tiergarten Schönbrunn feierte am Montag ihren 1. Geburtstag.,5,y,2,uid_apa_test_761,r3_pid_apa66
Dabei wurde er von einem weiteren umstürzenden Baum getroffen und getötet.,Bei einem Unwetter in Österreich ist ein 22 Jahre alter Mann von einem umgestürzten Baum getroffen und getötet worden. Der Unfall ereignete sich am Dienstag in der Stadt Feldbach in der Steiermark.,Der Mann wurde dann von einem weiteren umstürzenden Baum getroffen. Dadurch kam der Mann ums Leben.,2,n,16,uid_apa_test_671,r3_pid_apa254
Am 22. Juni hat das Geparden-Weibchen Afra im Wiener Tiergarten Schönbrunn 4 Geparden-Babys auf die Welt gebracht.,Am 22. Juni hat Afra im Tiergarten Schönbrunn 4 Baby-Geparden auf die Welt gebracht. Afra ist eine Geparden-Mutter im Tiergarten Schönbrunn. Der Tiergarten Schönbrunn ist eine der größten Tiergärten der Welt.,Afra hat 4 Baby-Geparden geboren. Das hat sie am 22. Juni getan. Sie lebt im Wiener Tiergarten Schönbrunn.,6,n,13,uid_apa_test_250,r3_pid_apa86
Der 65. Eurovision Song Contest soll vom 12. bis 16. Mai in der Stadt Rotterdam in den Niederlanden stattfinden.,Der Eurovision Song Contest soll im Mai stattfinden.,Der Eurovision Song Contest findet von 12. bis 16. Mai statt.,5,y,3,uid_apa_test_696,r3_pid_apa280
"Allerdings sagen einige Geheimdienste aus dem Ausland, dass das BVT nicht genug macht, um seine geheime Arbeit zu schützen.","Das BVT muss alles so gut beschützen, damit keiner weiß, was es genau tut.","Allerdings sagen andere Geheimdienste: BVT macht nicht genug, um die Arbeit geheim zu halten.",5,y,0,uid_apa_test_599,r3_pid_apa275
AUA streicht wegen Corona-Virus fast die Hälfte der Italien-Flüge.,Außerdem streicht die AUA fast die Hälfte ihrer Flüge von Italien nach Österreich.,Italien-Flüge mit der Fluglinie AUA werden jetzt viel weniger.,5,y,4,uid_apa_test_627,r3_pid_apa113
"Allerdings sagen einige Geheimdienste aus dem Ausland, dass das BVT nicht genug macht, um seine geheime Arbeit zu schützen.","Aber einige Geheimdienste aus anderen Ländern sagen, dass das BVT nicht genug macht, um seine geheime Arbeit zu schützen.","Allerdings sagen manche Geheim-Dienste aus dem Ausland, dass das BVT nicht genug macht, um seine geheime Arbeit zu schützen. Sie behaupten, dass die Geheim-Daten vom BVT im Internet gefunden wurden.",2,n,11,uid_apa_test_599,r3_pid_apa204
Am Montag hat das Elefanten-Mädchen Kibali im Wiener Tiergarten Schönbrunn seinen ersten Geburtstag gefeiert.,Kibali ist ein Elefanten-Mädchen. Am Montag hat Kibali einen Geburtstag gefeiert. Kibali ist im Wiener Tiergarten Schönbrunn zuhause.,Im Tiergarten Schönbrunn in Wien hat ein Elefanten-Mädchen seinen ersten Geburtstag gefeiert. Das Elefanten-Mädchen heißt Kibali. Sie feierte ihren ersten Geburtstag am Montag.,6,y,5,uid_apa_test_761,r3_pid_apa165
"Die österreichischen Haushalte sparten laut vorläufigen Zahlen 31,9 Milliarden Euro.","Die Österreicher sparten laut vorläufigen Zahlen 31,9 Milliarden Euro.",Die Menschen in Österreich haben im Jahr 2019 viel weniger Geld verbraucht als in den Jahren davor.,5,n,8,uid_apa_test_367,r3_pid_apa82
Der 65. Eurovision Song Contest soll vom 12. bis 16. Mai in der Stadt Rotterdam in den Niederlanden stattfinden.,In den Niederlanden findet jedes Jahr das Finale vom Eurovision Song Contest statt. Dieses Jahr ist es in der Stadt Rotterdam. Der Song Contest wird vom 12. bis zum 16. Mai sein.,Die Stadt Rotterdam in den Niederlanden will den Eurovision Song Contest 2020 ausrichten. Das ist das größte Musik-Event in Europa. Der Wettbewerb soll vom 12. bis 16. Mai stattfinden.,2,y,3,uid_apa_test_696,r3_pid_apa43
Das Windrad in Lichtenegg steht Besuchern offen und kann von April bis September am Wochenende besichtigt werden.,Das Windrad in Lichtenegg kann man besichtigen.,Die Windräder in Lichtenegg in Niederösterreich kann man sogar besuchen.,5,y,3,uid_apa_test_622,r3_pid_apa104
Dann kamen die falschen Polizisten zu den älteren Menschen nach Hause und holten das Geld ab.,Dann kamen die falschen Polizisten nach Hause zu den alten Menschen. Die falschen Polizisten holten das Geld aus den Häusern.,Dann kamen die falschen Polizisten zu den älteren Menschen nach Hause. Sie nahmen das Geld von den älteren Menschen ab.,6,y,0,uid_apa_test_722,r3_pid_apa44
2019 lebten demnach 426 Millionen unter 18-Jährige in Konflikt-Gebieten.,Im Jahr 2019 lebten mehr als 426 Millionen Kinder unter 18 Jahren in Kriegs-Gebieten. Das sind über 426 Millionen junge Menschen.,2019 waren fast 426 Millionen Kinder unter 18 Jahren im Krieg.,5,y,10,uid_apa_test_143,r3_pid_apa51
"3.639 Menschen befinden sich wegen dem Corona-Virus derzeit im Spital, 701 davon auf einer Intensiv-Station.",3.639 Menschen sind im Spital wegen dem Corona-Virus. 701 davon liegen auf der Intensiv-Station.,3.639 Menschen befinden sich wegen dem Corona-Virus im Spital. 701 Menschen liegen auf der Intensiv-Station.,2,y,1,uid_apa_test_737,r3_pid_apa260
Am 7. September startet im Osten von Österreich das neue Schuljahr.,"Am 7. September beginnt in Österreich wieder der Schul-Tag. Das gilt aber nur im Osten von Österreich. In Wien, Wien-Umgebung und Niederösterreich beginnt das Schul-Jahr am 7. September. In allen anderen Bundesländern gilt das am 10. September.","Am 7. September startet im Osten von Österreich das neue Schul-Jahr. Das heißt, in den Schulen in Wien und in den Bundesländern Burgenland, Kärnten und Steiermark wird wieder gelernt.",6,n,8,uid_apa_test_734,r3_pid_apa223
"Die ÖVP hat es mit 20,43 Prozent der Stimmen auf den 2. Platz geschafft.","Die Partei ""Die ÖVP"" hat mit 20,4 Prozent die 2.",Die ÖVP hat es auf den 2. Platz geschafft.,5,n,1,uid_apa_test_116,r3_pid_apa286
Am Mittwoch hat es um 8.30 Uhr in der Gegend von Admont in der Steiermark ein Erdbeben gegeben.,"Am Mittwoch hat es in der Steiermark um 8.30 Uhr am Morgen ein Erdbeben gegeben. Das Erdbeben hatte eine Stärke von 4,1.","Am Mittwoch hat es um 8.30 Uhr in der Gegend von Admont in der Steiermark ein Erdbeben gegeben. Das Beben erreichte eine Stärke von 4,1.",2,y,3,uid_apa_test_654,r3_pid_apa56
Es stammt vom italienischen Künstler Leonardo da Vinci und ist rund 500 Jahre alt.,Das Bild ist rund 500 Jahre alt. Es stammt vom berühmten Künstler Leonardo da Vinci.,Das Bild ist rund 500 Jahre alt und stammt von Leonardo da Vinci aus Italien. Er war ein berühmter Künstler in der Renaissance.,6,y,8,uid_apa_test_46,r3_pid_apa5
Dabei wurde er von einem weiteren umstürzenden Baum getroffen und getötet.,Beim Unfall wurde er von einem anderen umstürzenden Baum getroffen. Er wurde getötet.,Dabei wurde er von einem anderen Baum getroffen und getötet.,6,y,3,uid_apa_test_671,r3_pid_apa61
"Da die ÖVP und die FPÖ nun nicht mehr zusammenarbeiten, hat sich die ÖVP nun anders entschieden.","Die ÖVP kann nicht mehr mit der FPÖ zusammen arbeiten, daher hat sich die ÖVP anders entschieden.",Aber die ÖVP und die FPÖ wollen nicht mehr zusammenarbeiten. Deshalb hat sich die ÖVP jetzt anders entschieden.,2,y,1,uid_apa_test_305,r3_pid_apa138
Der 65. Eurovision Song Contest soll vom 12. bis 16. Mai in der Stadt Rotterdam in den Niederlanden stattfinden.,Der Eurovision Song Contest findet in diesem Jahr in der Stadt Rotterdam in den Niederlanden statt. Der Song Contest beginnt am 12. Mai und endet am 16. Mai.,Der Eurovision Song Contest findet in den Niederlanden statt. Der Song Contest soll vom 12. bis 16. Mai stattfinden. Die Stadt Rotterdam ist der Veranstaltungsort.,6,y,3,uid_apa_test_696,r3_pid_apa75
Dabei wurde er von einem weiteren umstürzenden Baum getroffen und getötet.,Er wurde vom Baum getroffen und getötet.,Ein Baum stürzte auf ihn.,5,n,2,uid_apa_test_671,r3_pid_apa171
2019 lebten demnach 426 Millionen unter 18-Jährige in Konflikt-Gebieten.,In 2019 waren weltweit 426 Millionen Kinder unter 18 Jahren von Konflikten betroffen.,2019 haben über 400 Millionen Kinder in Krisen-Gebieten gelebt.,2,y,4,uid_apa_test_143,r3_pid_apa235
"Auch spazieren gehen darf man nur alleine oder mit den Menschen, mit denen man zusammen lebt.","Man darf nur alleine oder mit den Menschen spazieren gehen, mit denen man im gleichen Haushalt lebt.","Man darf spazieren gehen. Aber man darf das nur alleine oder mit den Menschen machen, mit denen man zusammen wohnt.",5,y,3,uid_apa_test_653,r3_pid_apa199
"Tankstellen und kleine Geschäfte auf Bahnhöfen und Flughäfen sind Ausnahmen, sie dürfen weiterhin auch nach 19 Uhr offen haben.",Viele Geschäfte in Deutschland müssen nach 19 Uhr zu. Einige Ausnahmen gibt es aber. Tankstellen und kleine Geschäfte auf Bahnhöfen und Flughäfen dürfen weiter offen bleiben. Sie dürfen auch nach 19 Uhr Geschäfte offen halten.,Tankstellen und kleine Geschäfte auf Bahnhöfen und Flughäfen sind Ausnahmen. Sie dürfen weiterhin auch nach 19 Uhr offen sein.,6,y,16,uid_apa_test_217,r3_pid_apa176
"Die ÖVP hat es mit 20,43 Prozent der Stimmen auf den 2. Platz geschafft.","Die ÖVP kam nur auf Platz 2. Sie bekam 20,43 Prozent der Stimmen.","Die ÖVP hat es auf den 2. Platz geschafft. Sie bekam 20,43 Prozent der Stimmen. Das ist nicht so viel wie die Grünen. Sie bekamen mehr Stimmen als die ÖVP.",6,n,17,uid_apa_test_116,r3_pid_apa183
Das Fracht-Schiff hatte vor über einem Jahr mitten im Atlantischen Ozean technische Probleme und konnte nicht mehr weiterfahren.,Das Fracht-Schiff hatte vor über einem Jahr technische Probleme. Deshalb konnte es nicht mehr weiterfahren.,Das Fracht-Schiff hatte letztes Jahr Probleme mit dem Motor. Es konnte deshalb nicht weiterfahren. Es driftete mitten im Atlantischen Ozean.,6,n,5,uid_apa_test_525,r3_pid_apa264
"Als Opposition gelten alle Parteien, die im Parlament vertreten sind, aber nicht der Regierung angehören.","Opposition ist eine Partei, die nicht Regierung ist. Die Opposition verteidigt die Menschen, indem sie der Regierung widerspricht.","Als Opposition werden Parteien bezeichnet, die nicht Regierungs-Parteien sind. Sie sind aber im Parlament vertreten. Das heißt, sie haben auch Abgeordnete im Parlament.",6,y,5,uid_apa_test_0,r3_pid_apa198
Derzeit sind 4.456 Menschen in Österreich am Corona-Virus erkrankt.,"Das heißt, dass 4.456 Menschen in Österreich gerade krank am Corona-Virus sind.",4.456 Menschen in Österreich sind krank. Sie haben sich mit dem Corona-Virus angesteckt.,2,y,1,uid_apa_test_625,r3_pid_apa63
AUA streicht wegen Corona-Virus fast die Hälfte der Italien-Flüge.,AUA muss Flüge nach Italien streichen. Das macht die Fluggesellschaft wegen dem Corona-Virus. Sie streicht fast die Hälfte von den Flügen.,"AUA streicht wegen Corona-Virus fast die Hälfte der Flüge nach Italien. So viele Flüge werden nicht mehr geflogen, weil es weniger Reise-Willen wegen dem Virus gibt.",6,n,5,uid_apa_test_627,r3_pid_apa185
Das Windrad in Lichtenegg steht Besuchern offen und kann von April bis September am Wochenende besichtigt werden.,Das Windrad in Lichtenegg steht Besuchern offen. Es kann von April bis September besichtigt werden. Die Besuche sind nur an den Wochenenden möglich.,Am Wochenende können Besucher das Windrad besichtigen. Das Windrad steht Besuchern auch von April bis September am Wochenende offen.,6,y,4,uid_apa_test_622,r3_pid_apa188
Am Donnerstag ist ein Mann in Kärnten von einer Kuh schwer verletzt worden.,Am Donnerstag wurde ein Mann in Kärnten bei einem Unglück verletzt.,Am Donnerstag ist ein Mann in Kärnten schwer verletzt worden.,5,y,1,uid_apa_test_438,r3_pid_apa208
Am Dienstag hat es in Österreich einen weiteren Rückgang bei den am Corona-Virus erkrankten Menschen gegeben.,Am Dienstag waren in Österreich wieder weniger Menschen am Corona-Virus erkrankt.,"Am Dienstag waren in Österreich weniger Menschen am Corona-Virus erkrankt als noch am Vortag. Es gab einen weiteren Rückgang von Corona-Fällen. Das heißt, es gab weniger Menschen, die krank an dem Virus sind.",6,y,22,uid_apa_test_462,r3_pid_apa241
"Auch spazieren gehen darf man nur alleine oder mit den Menschen, mit denen man zusammen lebt.","Auch spazieren gehen darf man nur alleine oder mit Menschen, mit denen man zusammen lebt.","Das heißt, man darf nur alleine spazieren gehen oder nur mit Menschen, mit denen man zusammen lebt. Man darf auch nicht zu Freunden oder Verwandten, die man nicht mit in der Wohnung hat.",2,y,18,uid_apa_test_653,r3_pid_apa272
Im Tiroler Ort Kitzbühel hat am Sonntag ein 25-jährige Mann 5 Menschen getötet.,Am Sonntag im Tiroler Ort Kitzbühel hat ein 25 Jahre alter Mann in einem Wohnhaus 5 Menschen umgebracht.,Ein Mann tötete im Tiroler Ort Kitzbühel 5 Menschen.,5,n,9,uid_apa_test_33,r3_pid_apa93
"""Lonely Planet"" erstellt jedes Jahr eine Rangliste der besten 10 Städte, Länder und Regionen auf der ganzen Welt.","Jedes Jahr veröffentlicht die Firma Lonely Planet eine Rangliste von den besten Städten, Ländern und Regionen der Welt.","Lonely Planet ist eine Website, auf der man Reise-Ziele findet. Lonely Planet erstellt jedes Jahr eine Liste von den besten 10 Orten auf der Welt.",5,y,7,uid_apa_test_578,r3_pid_apa225
Am 11. September 2001 flogen Terroristen mit 2 Flugzeugen absichtlich in die 2 Hochhäuser des World Trade Center.,Am 11. September 2001 stürzten 2 Flugzeuge in die Hochhäuser vom World Trade Center in New York.,Am 11. September 2001 flogen Terroristen 2 Flugzeuge in die 2 Türme des World Trade Center.,5,y,1,uid_apa_test_374,r3_pid_apa95
Es stammt vom italienischen Künstler Leonardo da Vinci und ist rund 500 Jahre alt.,Es ist ein bekanntes Bild aus Italien vom Künstler Leonardo da Vinci. Das Bild ist rund 500 Jahre alt.,Es stammt vom italienischen Künstler Leonardo da Vinci. Leonardo da Vinci war im 16. Jahrhundert Künstler.,2,n,3,uid_apa_test_46,r3_pid_apa41
"Dabei soll geprüft werden, ob die WHO etwas falsch gemacht hat.","Dabei soll auch geprüft werden, ob die WHO etwas falsch gemacht hat.","Es geht darum, ob die WHO Fehler gemacht hat und ob sie bei der Gefahr des Corona-Virus die Länder richtig informiert hat.",2,n,10,uid_apa_test_408,r3_pid_apa83
Das russische Parlament hat eine Änderung der Verfassung beschlossen.,Das russische Parlament hat eine Änderung an der Verfassung beschlossen.,Das russische Parlament hat die Verfassung geändert.,5,y,3,uid_apa_test_416,r3_pid_apa37
Das Windrad in Lichtenegg steht Besuchern offen und kann von April bis September am Wochenende besichtigt werden.,Das Windrad kann ab April an den Wochenenden von April bis September besichtigt werden.,Das Windrad steht in Lichtenegg in der Steiermark. Man kann es besichtigen.,2,n,2,uid_apa_test_622,r3_pid_apa197
