original,simplification1,simplification2,question,options,answer,orig_id,simp_pair_id
"Auch spazieren gehen darf man nur alleine oder mit den Menschen, mit denen man zusammen lebt.",Man kann auch spazieren gehen. Aber nur alleine oder mit der Familie.,"Auch spazieren gehen darf man nur alleine oder mit Menschen, mit denen man zusammen lebt.",1,y,3,uid_apa_test_653,r3_pid_apa207
Bei den Buben wurden neben Paul auch gerne die Namen David und Jakob gewählt.,Bei den Buben. Viele haben auch David oder Jakob gewählt. Das sind aber auch sehr beliebte Namen.,David und Jakob sind auch sehr beliebte Namen.,4,y,9,uid_apa_test_423,r3_pid_apa72
"Die ÖVP hat es mit 20,43 Prozent der Stimmen auf den 2. Platz geschafft.","Die Volkspartei hat es mit 20,43 Prozent auf den 2. Platz geschafft.","Die ÖVP ist die 2. Partei. Sie hat 20,43 Prozent.",1,y,2,uid_apa_test_116,r3_pid_apa36
Ende Mai hatten 45.000 Arbeitslose wieder einen Job gefunden.,Im Mai konnten 45.000 Arbeitslose wieder einen Job finden.,Insgesamt haben 45.000 Menschen wieder einen Job. Das sind 30.000 mehr als im April.,4,n,5,uid_apa_test_125,r3_pid_apa154
"Tankstellen und kleine Geschäfte auf Bahnhöfen und Flughäfen sind Ausnahmen, sie dürfen weiterhin auch nach 19 Uhr offen haben.",Aber nicht alle Geschäfte müssen dann zu machen. Man darf zum Beispiel immer noch auf dem Flughafen einkaufen.,Die Tankstellen auf Bahnhöfen und Flughäfen können aber auch nach 19 Uhr geöffnet bleiben.,3,n,4,uid_apa_test_217,r3_pid_apa295
Am Mittwoch hat es um 8.30 Uhr in der Gegend von Admont in der Steiermark ein Erdbeben gegeben.,Am Mittwoch gab es ein Erdbeben in der Steiermark. Es gab einen großen Riss im Straßenbelag.,Am Mittwoch gab es in Admont in der Steiermark ein Erdbeben.,3,n,5,uid_apa_test_654,r3_pid_apa190
Das Windrad in Lichtenegg steht Besuchern offen und kann von April bis September am Wochenende besichtigt werden.,Das Windrad in Lichtenegg. Das Windrad kann man am Wochenende besichtigen. Es öffnet sich im April. Dann bleibt es aber nur bis September.,Am Wochenende können Besucher das Windrad besichtigen. Das Windrad steht Besuchern auch von April bis September am Wochenende offen.,4,n,4,uid_apa_test_622,r3_pid_apa278
Der 65. Eurovision Song Contest soll vom 12. bis 16. Mai in der Stadt Rotterdam in den Niederlanden stattfinden.,"Der 65. Eurovision Song Contest findet vom 12. bis 16. Mai statt. Das Land, in dem er stattfindet, ist die Niederlande. Die Stadt heißt Rotterdam.",Der Song Contest ist ein Musik-Wettbewerb. Es macht den Wettbewerb schon zum 65. Mal. Dieses Jahr ist es in Rotterdam in den Niederlande.,1,y,2,uid_apa_test_696,r3_pid_apa147
"Dabei soll geprüft werden, ob die WHO etwas falsch gemacht hat.","Man soll prüfen, ob die WHO etwas falsch gemacht hat.","Dabei soll auch untersucht werden, ob die WHO etwas falsch gemacht hat.",3,y,2,uid_apa_test_408,r3_pid_apa265
"Da die ÖVP und die FPÖ nun nicht mehr zusammenarbeiten, hat sich die ÖVP nun anders entschieden.","Da die ÖVP und die FPÖ nicht mehr zusammenarbeiten, gibt es nun eine andere Entscheidung.",Jetzt hat die ÖVP aber ihre Meinung geändert. Die FPÖ will man aber nicht mehr als Partner.,3,y,2,uid_apa_test_305,r3_pid_apa242
2019 lebten demnach 426 Millionen unter 18-Jährige in Konflikt-Gebieten.,2019 lebten 426 Millionen Kinder in Kriegs-Ländern. Das ist eine sehr große Zahl.,2019 waren fast 426 Millionen Kinder unter 18 Jahren im Krieg.,3,y,2,uid_apa_test_143,r3_pid_apa100
Derzeit sind 4.456 Menschen in Österreich am Corona-Virus erkrankt.,Derzeit sind in Österreich 4.456 Menschen am Corona-Virus erkrankt.,Von dem Corona-Virus sind 4.456 Menschen in Österreich angesteckt.,3,y,0,uid_apa_test_625,r3_pid_apa118
"""Lonely Planet"" erstellt jedes Jahr eine Rangliste der besten 10 Städte, Länder und Regionen auf der ganzen Welt.","Jedes Jahr veröffentlicht die Firma Lonely Planet eine Rangliste von den besten Städten, Ländern und Regionen der Welt.","Jedes Jahr schreibt das Buch ""Lonely Planet"" eine Liste. Darin stehen die besten Städte auf der ganzen Welt.",3,y,0,uid_apa_test_578,r3_pid_apa58
"2019 waren 6 Kinder unter den Todesopfern, während im Jahr 2018 kein Kind beim Zu-Fuß-Gehen im Straßenverkehr starb.",Im Jahr 2019 gab es 21 Tote beim Gehen. 6 Kinder sind dabei gestorben. Im Jahr 2018 gab es keine toten Kinder.,Im Jahr 2019 starben 6 Kinder. Im Jahr 2018 gab es keinen Todesfall.,3,n,9,uid_apa_test_710,r3_pid_apa121
Im Tiroler Ort Kitzbühel hat am Sonntag ein 25-jährige Mann 5 Menschen getötet.,In Kitzbühel hat ein Mann 5 Menschen getötet. Der Mann ist 25 Jahre alt. Er hat eine Waffe genommen und hat die Menschen erschossen. Die Polizei hat den Mann aber gefangen genommen.,Am Sonntag hat in der Gemeinde Kitzbühel in Tirol ein 25 Jahre alter Mann 5 Menschen getötet.,1,n,15,uid_apa_test_33,r3_pid_apa227
Das russische Parlament hat eine Änderung der Verfassung beschlossen.,In Russland hat das Parlament die Verfassung geändert.,Das russische Parlament hat die Verfassung geändert.,3,y,1,uid_apa_test_416,r3_pid_apa239
Am 7. September startet im Osten von Österreich das neue Schuljahr.,Es ist der 7. September. Dann fängt in Niederösterreich und in der Steiermark die Schule wieder an.,Am 7. September startet das neue Schuljahr. Das gilt aber nur für Schulen im Osten von Österreich.,1,y,0,uid_apa_test_734,r3_pid_apa34
Dabei wurden auch Geschäfte zerstört und Polizei-Autos in Brand gesetzt.,Dabei sind auch Geschäfte kaputt gegangen. Und es gab auch Angriffe auf die Polizei.,Bei diesem Streit wurden auch Geschäfte zerstört.,3,n,7,uid_apa_test_245,r3_pid_apa247
Am 11. September 2001 flogen Terroristen mit 2 Flugzeugen absichtlich in die 2 Hochhäuser des World Trade Center.,Am 11. September sind 2 Flugzeuge in die Twin Towers geflogen.,Am 11. September 2001 flogen Terroristen 2 Flugzeuge in die 2 Türme des World Trade Center.,3,n,5,uid_apa_test_374,r3_pid_apa215
Am 22. Juni hat das Geparden-Weibchen Afra im Wiener Tiergarten Schönbrunn 4 Geparden-Babys auf die Welt gebracht.,Im Tiergarten Schönbrunn in Wien gibt es 4 Geparden-Babys. Das ist ein Rekord. Die Mutter heißt Afra.,Im Tiergarten Schönbrunn hat das Geparden-Weibchen Afra 4 Geparden-Babys auf die Welt gebracht.,1,y,4,uid_apa_test_250,r3_pid_apa127
"Der neue Impfstoff von Oxford und AstraZeneca ist nicht ganz so wirksam, er kann aber leichter gelagert werden.","Dieser Impfstoff ist etwas weniger wirksam als der von Pfizer und BionTech. Er muss aber nicht bei minus 70 Grad gelagert werden, sondern nur bei minus 20 Grad.",Der Impfstoff ist nicht so gut wie der von Biontech. Man kann ihn aber einfacher lagern.,1,n,12,uid_apa_test_379,r3_pid_apa246
"Die ÖVP hat es mit 20,43 Prozent der Stimmen auf den 2. Platz geschafft.","Die ÖVP hat den 2. Platz erreicht. Die Partei hat 20,4 Prozent der Stimmen bekommen.",Die ÖVP hat es auf den 2. Platz geschafft.,3,n,6,uid_apa_test_116,r3_pid_apa35
"Besonders stark regnete und hagelte es in Oberösterreich, dort waren 65 Feuerwehren mit fast 1.000 Leuten im Einsatz.",In Oberösterreich regnete und hagelte es besonders. 65 Feuerwehren halfen. 1.000 Menschen waren dabei.,"In Oberösterreich hagelte es sehr viel. Dort waren 65 Feuer-Wehren mit insgesamt 1.000 Leuten dabei. Sie halfen den Menschen, die von den Hagelschlägen und von den Stark-Regen betroffen waren.",4,y,15,uid_apa_test_612,r3_pid_apa11
Ende Mai hatten 45.000 Arbeitslose wieder einen Job gefunden.,45.000 Menschen haben jetzt wieder einen Job. Das sagt die Arbeits-Ambulanz.,Anfang Juni haben aber wieder 45.000 Arbeitslose wieder einen Job gefunden.,1,n,0,uid_apa_test_125,r3_pid_apa92
"Allerdings sagen einige Geheimdienste aus dem Ausland, dass das BVT nicht genug macht, um seine geheime Arbeit zu schützen.","Aber einige Geheimdienste aus anderen Ländern sagen, dass das BVT nicht genug macht, um seine geheime Arbeit zu schützen.","Manche Geheimdienste sind aber nicht so zufrieden. Sie sagen, das BVT macht nicht genug für seine Geheim-Informationen.",1,y,2,uid_apa_test_599,r3_pid_apa128
Am Montag hat das Elefanten-Mädchen Kibali im Wiener Tiergarten Schönbrunn seinen ersten Geburtstag gefeiert.,Das Baby-Elefant ist jetzt 1 Jahr alt. Es heißt Kibali. Kibali ist ein Elefanten-Mädchen. Es lebt im Tiergarten Schönbrunn.,Am Montag ist Elefanten-Mädchen Kibali ein Jahr alt geworden.,1,y,10,uid_apa_test_761,r3_pid_apa79
"Auch spazieren gehen darf man nur alleine oder mit den Menschen, mit denen man zusammen lebt.","Man darf spazieren gehen. Aber man darf das nur alleine oder mit den Menschen machen, mit denen man zusammen wohnt.",Man darf auch nicht mehr mit Freunden spazieren gehen. Man darf nur mit der Familie spazieren gehen.,3,n,3,uid_apa_test_653,r3_pid_apa76
Auf der ganzen Welt sind schon hunderttausende Menschen von Corona-Virus krank geworden.,Auf der ganzen Welt sind schon viele Menschen vom Virus krank geworden.,Von dem Corona-Virus sind schon viele Menschen krank.,3,n,4,uid_apa_test_752,r3_pid_apa245
AUA streicht wegen Corona-Virus fast die Hälfte der Italien-Flüge.,Die Fluglinie AUA fliegt nicht mehr so oft nach Italien.,Italien-Flüge mit der Fluglinie AUA werden jetzt viel weniger.,3,y,1,uid_apa_test_627,r3_pid_apa285
Am Donnerstag ist ein Mann in Kärnten von einer Kuh schwer verletzt worden.,Am Donnerstag wurde ein Mann von einer Kuh in Kärnten verletzt. Die Kuh hat den Mann ins Gesicht gebissen. Der Mann ist schwer verletzt worden.,Am Donnerstag ist ein Mann in Kärnten verletzt worden. Der Mann ist von einer Kuh angegriffen worden. Er ist sehr schwer verletzt.,4,n,3,uid_apa_test_438,r3_pid_apa224
"Dabei soll geprüft werden, ob die WHO etwas falsch gemacht hat.","Man will aber auch schauen, ob die WHO Fehler gemacht hat.","Dabei soll auch geprüft werden, ob die WHO etwas falsch gemacht hat.",1,y,1,uid_apa_test_408,r3_pid_apa273
"Als Opposition gelten alle Parteien, die im Parlament vertreten sind, aber nicht der Regierung angehören.",Opposition sind alle Parteien im Parlament. Aber diese Parteien gehören nicht der Regierung an.,"Alle Parteien, die im Parlament sind, aber nicht die Regierung sind, sind Opposition.",3,y,1,uid_apa_test_0,r3_pid_apa261
"Da die ÖVP und die FPÖ nun nicht mehr zusammenarbeiten, hat sich die ÖVP nun anders entschieden.",Die ÖVP und die FPÖ arbeiten nicht mehr zusammen. Deshalb hat die ÖVP sich anders entschieden.,Daher hat die ÖVP nun einen neuen Koalitionspartner. Die FPÖ will nun keine Koalition mit der ÖVP mehr.,4,y,2,uid_apa_test_305,r3_pid_apa175
Am 11. September 2001 flogen Terroristen mit 2 Flugzeugen absichtlich in die 2 Hochhäuser des World Trade Center.,Die Terroristen flogen 2 Flugzeuge in das World Trade Center. Das sind 2 große Hochhäuser in New York. Der Terror-Anschlag war am 11. September 2001.,Das World Trade Center ist ein Gebäude-Komplex in New York in den USA. Im September 2001 gab es dort einen Terror-Anschlag.,1,y,4,uid_apa_test_374,r3_pid_apa252
Am 7. September startet im Osten von Österreich das neue Schuljahr.,Im Osten von Österreich fängt das Schuljahr am 7. September an.,Am 7. September startet in Österreich die Schule wieder.,3,n,2,uid_apa_test_734,r3_pid_apa195
Innenminister Nehammer zeigte sich sehr besorgt und kündigte Hilfe für die Opfer an.,Innenminister Nehammer sagt: Das ist furchtbar. Er hilft den Opfer-Familien.,Die Regierung will den Opfern helfen. Das sagte Innenminister Karl Nehammer.,1,y,1,uid_apa_test_292,r3_pid_apa22
"Generell empfiehlt die Regierung, Freunde und Bekannte derzeit nicht mehr zu treffen.",Die Regierung sagt auch: Man soll sich jetzt nicht mehr mit Freunden treffen.,Generell soll man Freunde und Bekannte derzeit nicht mehr treffen.,1,n,3,uid_apa_test_138,r3_pid_apa240
"3.639 Menschen befinden sich wegen dem Corona-Virus derzeit im Spital, 701 davon auf einer Intensiv-Station.",3.639 Menschen sind in einem Spital mit dem Corona-Virus. 701 Menschen davon sind auf einer Intensiv-Station.,Insgesamt sind 3.639 Menschen krank. 701 sind auf der Intensiv-Station.,1,n,6,uid_apa_test_737,r3_pid_apa253
Der Präsident von China Xi Jinping besuchte mit einer Maske und einem weißen Kittel ein Krankenhaus in Peking.,Der Präsident von China geht auch in ein Krankenhaus. Er hat aber einen Mund-Schutz auf.,Der Präsident von China Xi Jinping hat einen Krankenhaus in Peking besucht. Xi Jinping trug dabei eine Maske und einen weißen Kittel.,1,n,7,uid_apa_test_649,r3_pid_apa23
"Am 4. Juni 1989 tötete die chinesische Armee viele Menschen, die am Tiananmen-Platz in Peking für mehr Demokratie demonstriert haben.",In China hat die Armee viele Menschen erschossen. Die Menschen demonstrierten für mehr Demokratie. Das war am 4. Juni 1989.,Am 4. Juni 1989 in China wurde der Tiananmen-Platz in Peking von chinesischen Soldaten mit Gewalt geräumt. Es wurden viele Menschen getötet.,1,y,2,uid_apa_test_32,r3_pid_apa9
Am Donnerstag ist ein Mann in Kärnten von einer Kuh schwer verletzt worden.,Ein Mann in Kärnten ist am Donnerstag von einer Kuh verletzt worden.,In Kärnten ist ein Mann von einer Kuh verletzt. Er war im Stall. Die Kuh hat ihn ganz schön weh gemacht. Der Mann hat viele Schürfwunden.,1,n,14,uid_apa_test_438,r3_pid_apa218
Am Dienstag hat es in Österreich einen weiteren Rückgang bei den am Corona-Virus erkrankten Menschen gegeben.,Am Dienstag gab es in Österreich wieder weniger Menschen mit dem Corona-Virus. Das sagt das Gesundheits-Ministerium.,Am Dienstag waren in Österreich wieder weniger Menschen am Corona-Virus erkrankt.,4,n,5,uid_apa_test_462,r3_pid_apa15
Am Mittwoch in der Früh waren nur noch ungefähr 3.000 Menschen mit dem Corona-Virus erkrankt.,"Die meisten Menschen, die mit dem Corona-Virus krank sind, sind am Mittwoch wieder gesund geworden.",Am Mittwoch waren nur noch 3.000 Menschen krank. Das sind viel weniger als vorher.,3,y,1,uid_apa_test_193,r3_pid_apa263
Auf der ganzen Welt sind schon hunderttausende Menschen von Corona-Virus krank geworden.,Auf der ganzen Welt sind schon hunderttausende Menschen an dem Virus krank geworden.,Auf der ganzen Welt sind schon 100.000 Menschen von dem Virus krank geworden.,4,y,0,uid_apa_test_752,r3_pid_apa231
Am Dienstag hat es in Österreich einen weiteren Rückgang bei den am Corona-Virus erkrankten Menschen gegeben.,Viele Menschen sind krank. Das sagt man Corona-Virus. Das Virus hat auch viele Leute in Österreich krank gemacht. Am Dienstag ist aber eine gute Nachricht. Es ist nicht mehr so viele Menschen krank.,Am Dienstag ist in Österreich die Zahl der Corona-Kranken wieder zurückgegangen.,1,y,22,uid_apa_test_462,r3_pid_apa141
Am Donnerstag ist ein Mann in Kärnten von einer Kuh schwer verletzt worden.,In Kärnten ist ein Mann von einer Kuh getroffen worden.,In Kärnten hat es einen Angriff von einer Kuh auf einen Mann gegeben.,3,n,3,uid_apa_test_438,r3_pid_apa122
"Der neue Impfstoff von Oxford und AstraZeneca ist nicht ganz so wirksam, er kann aber leichter gelagert werden.",Der neue Impfstoff ist nicht so gut wie der alte. Er kann aber leichter gelagert werden.,Der neue Impfstoff ist nicht so wirksam. Er kann aber leichter aufbewahrt werden.,4,y,3,uid_apa_test_379,r3_pid_apa292
Am Freitag beginnen die Massentests in Wien und in den Bundesländern Vorarlberg und Tirol.,In Wien und in den Bundesländern Vorarlberg und Tirol sollen bald große Tests gemacht werden.,In Wien und in den Bundesländer Tirol und Vorarlberg beginnen die Massen-Tests.,1,y,3,uid_apa_test_123,r3_pid_apa283
Am Mittwoch in der Früh waren nur noch ungefähr 3.000 Menschen mit dem Corona-Virus erkrankt.,In Österreich waren noch 3.000 Menschen am Mittwoch mit dem Corona-Virus. Das sind nur noch sehr wenige Menschen.,Am Mittwoch waren nur noch etwa 3.000 Menschen im Spital wegen Corona.,4,y,6,uid_apa_test_193,r3_pid_apa94
Dadurch ist Thiem bereits für das Halbfinale qualifiziert.,Dadurch ist Thiem sicher im Halb-Finale.,Thiem gewinnt das Tennis-Spiel. So ist er im Halb-Finale.,1,y,3,uid_apa_test_311,r3_pid_apa131
Dabei wurden auch Geschäfte zerstört und Polizei-Autos in Brand gesetzt.,Dabei wurden auch Geschäfte zerstört. Außerdem wurden Polizei-Autos in Brand gesetzt.,Es brannte auch in ein paar Geschäfte. Außerdem hat man Polizei-Autos abgefackelt.,1,y,1,uid_apa_test_245,r3_pid_apa155
"""Mit der Impfung ist der Anfang für den Sieg gegen die Pandemie eingeleitet"", sagte Bundeskanzler Sebastian Kurz.","Der Anfang vom Ende der Pandemie ist erreicht, sagte Bundeskanzler Sebastian Kurz. Kurz spricht von dem Corona-Impfstoff.",Mit der Impfung hat Österreich den Anfang gemacht. Der Anfang für den Sieg gegen die Pandemie. Das sagte der Bundeskanzler Sebastian Kurz.,4,y,5,uid_apa_test_393,r3_pid_apa244
Das Windrad in Lichtenegg steht Besuchern offen und kann von April bis September am Wochenende besichtigt werden.,Man kann das Windrad aber besuchen. Das ist in Lichtenegg in der Steiermark. Es ist ganz in Orange. Man kann es von April bis September am Wochenende besuchen.,Das Windrad in Lichtenegg im Burgenland kann man sich im Frühling und Sommer auch ansehen. Das Windrad ist im Ort Lichtenegg in der Nähe von Neudörfl.,1,n,2,uid_apa_test_622,r3_pid_apa193
Derzeit sind 4.456 Menschen in Österreich am Corona-Virus erkrankt.,Derzeit sind 4.500 Menschen in Österreich mit dem Corona-Virus krank.,In Österreich sind jetzt 4.456 Menschen am Corona-Virus.,4,y,2,uid_apa_test_625,r3_pid_apa209
"3.639 Menschen befinden sich wegen dem Corona-Virus derzeit im Spital, 701 davon auf einer Intensiv-Station.","In Österreich gibt es 3.639 Menschen, die an dem Corona-Virus erkrankt sind. 701 Menschen liegen im Spital auf der Intensiv-Station.",3.639 Menschen sind in Österreich mit dem Corona-Virus im Spital. Davon sind 701 auf Intensiv-Stationen.,3,y,5,uid_apa_test_737,r3_pid_apa180
